reaction,minimum,maximum,status
EX_pchol_hs_e,-0.9000000000000006,0.1,Active
EX_perillyl_e,0.0,0.1,Inactive
EX_pheacgln_e,0.0,0.0999999999999994,Inactive
EX_phllqne_e,-0.1,0.1,Active
EX_phyt_e,-0.0999999999999999,6.603288089261178e-18,Active
EX_prostgd2_e,-0.6,0.1,Active
EX_prostge2_e,-0.6,0.1,Active
EX_prostgf2_e,-0.5,0.1,Active
EX_ps_hs_e,-0.2,0.1,Active
EX_retfa_e,-0.1000000000000001,0.1,Active
EX_retinol_e,-0.0999999999999998,0.1,Active
EX_Rtotal2_e,-0.1999999999999993,0.1,Active
EX_Rtotal3_e,0.0,0.1,Inactive
EX_s2l2n2m2masn_e,-0.1,0.1,Active
EX_sarcs_e,-0.0999999999999999,0.0,Inactive
EX_spc_hs_e,-0.0999999999999997,0.1,Active
EX_sph1p_e,-0.2,0.1,Active
EX_strdnc_e,-0.10001,0.1,Active
EX_tag_hs_e,-0.7,0.1,Active
EX_taxol_e,-0.1,0.0,Inactive
EX_tchola_e,-1.1,0.1,Active
EX_tcynt_e,0.0,0.1,Inactive
EX_tdchola_e,-0.6000000000000001,0.1,Active
EX_tetpent3_e,-0.10001,9.999999999999996e-06,Active
EX_tetpent6_e,-0.10001,0.1,Active
EX_thmmp_e,-0.1000000000000007,0.1,Active
EX_thym_e,-0.1,0.1,Active
EX_triodthy_e,-0.3,0.1,Active
EX_triodthysuf_e,0.0,0.0999999999999995,Inactive
EX_tststeroneglc_e,0.0,0.1,Inactive
EX_tststerones_e,0.0,0.1000000000000001,Inactive
EX_ttdca_e,-0.2034999999999996,0.1,Active
EX_tymsf_e,0.0,0.1000000000000002,Inactive
EX_Tyr_ggn_e,0.0,0.1,Inactive
EX_udp_e,-0.1,0.1,Active
EX_vitd3_e,0.0,0.1,Inactive
EX_whddca_e,0.0,0.1,Inactive
EX_whhdca_e,-0.0999999999999999,0.1,Active
EX_whttdca_e,0.0,0.1,Inactive
EX_xoltri25_e,0.0,0.1,Inactive
EX_xoltri27_e,-0.1,0.1,Active
F1Atg,-0.1249999999999999,0.1,Active
FACOAL140,0.0,0.1,Inactive
FACOAL160,0.0,0.1,Inactive
FACOAL170,0.0,0.1,Inactive
FACOAL181,0.0,0.1,Inactive
FACOAL1821,0.0,0.1,Inactive
FACOAL1822,0.0,0.1,Inactive
FACOAL1831,0.0,0.1,Inactive
FACOAL184,0.0,0.1,Inactive
FACOAL203,0.0,0.1,Inactive
FACOAL204,0.0,0.1,Inactive
FACOAL2042,0.0,0.1,Inactive
FACOAL205,0.0,0.1,Inactive
FACOAL2251,0.0,0.1,Inactive
FACOAL2252,0.0,0.1,Inactive
FACOAL240_1,0.0,0.1,Inactive
FACOAL241,0.0,0.1,Inactive
FACOAL245_1,0.0,0.1,Inactive
FACOAL40im,0.0,0.1,Inactive
FACOAL80,0.0,0.1,Inactive
FADH2tru,0.0,0.1000000000000004,Inactive
FADH2tx,-0.1,0.1,Active
FADtru,0.0,0.1,Inactive
FADtx,-0.1000000000000004,0.1,Active
FAEL184,0.0,0.1,Inactive
FAEL204,0.0,0.1,Inactive
FAEL205,0.0,0.1,Inactive
FAH1,0.0,0.1,Inactive
FAH2,0.0,0.1,Inactive
FALDH,-0.1,0.1,Active
FALDtly,0.0,0.1,Inactive
FALDtm,0.0,0.1,Inactive
FAOXC11,0.0,0.0833333333333333,Inactive
FAOXC16080m,0.0,0.1,Inactive
FAOXC16080x,0.0,0.0625,Inactive
FAOXC180x,0.0,0.1,Inactive
FAOXC1811601m,0.0,0.1,Inactive
FAOXC1811603m,0.0,0.1,Inactive
FAOXC182806m,0.0,0.1,Inactive
FAOXC18280m,0.0,0.1,Inactive
FAOXC183806m,0.0,0.1,Inactive
FAOXC18480m,0.0,0.1,Inactive
FAOXC200180x,0.0,0.1,Inactive
FAOXC2031836m,0.0,0.1,Inactive
FAOXC204,0.0,0.1,Inactive
FAOXC2051843m,0.0,0.1,Inactive
FAOXC2051843x,0.0,0.1,Inactive
FAOXC2251836m,0.0,0.1,Inactive
FAOXC2252053m,0.0,0.1,Inactive
FAOXC2252053x,0.0,0.1,Inactive
GCHOLAte,-1.2000000000000002,0.1,Active
FAOXC226205m,0.0,0.1,Inactive
FAOXC2442246x,0.0,0.1,Inactive
FAOXC2452253x,0.0,0.1000000000000003,Inactive
FAOXC2452256x,0.0,0.1,Inactive
FAOXC246226x,0.0,0.1,Inactive
FAOXC260240x_1,0.0,0.1000000000000003,Inactive
FAS160COA,0.0,0.1,Inactive
FATP1t,-1000.0,0.1,Active
FATP2t,-1000.0,0.1,Active
FATP3t,-1000.0,0.1,Active
FATP7t,-1000.0,0.1,Active
FATP8t,-1000.0,0.1,Active
FBA5,0.0,0.1,Inactive
FDH,0.0,0.1,Inactive
FE2t,0.0,0.1,Inactive
FE3R2e_1,0.0,0.1,Inactive
FK,0.0,0.1,Inactive
FKYNH,0.0,0.1,Inactive
FORMCOAtx,0.0,0.1000000000000013,Inactive
FORtm,-0.0999999999999997,0.0,Inactive
FORtr,-0.125,0.0,Inactive
FPGS2,0.0,0.1,Inactive
FPGS2m,0.0,0.1,Inactive
FPGS3,0.0,0.1,Inactive
FPGS4_1,0.0,0.025,Inactive
FPGS4m_1,0.0,0.0199999999999999,Inactive
FPGS5,0.0,0.0200000000000007,Inactive
FPGS5m,0.0,0.02,Inactive
FPGS6m,0.0,0.0166666666666666,Inactive
FPGS7m_1,0.0,0.025,Inactive
FPGS8m,0.0,0.0200000000000001,Inactive
FPGS9,0.0,0.0166666666666666,Inactive
FPGSm_1,0.0,0.1,Inactive
FRDPtc,-0.1,0.1,Active
FRDPtr,-0.0999999999999999,0.1,Active
FRUt1r,-0.2,0.1,Active
FTHFDH,0.0,0.1,Inactive
FTHFLmi,0.0,0.1,Inactive
FUC14GALACGLCGALGLUSIDEte,-0.05,0.0,Inactive
FUC14GALACGLCGALGLUSIDEtg,-1.7763724615171158e-17,0.0499999999999998,Active
FUCACGALFUCGALACGLCGALGLUSIDEte,-0.0999999999999997,0.0,Inactive
FUCACNGAL14ACGLCGALGLUSIDEte,-0.1,0.0,Inactive
FUCACNGAL14ACGLCGALGLUSIDEtg,-1.977967340164282e-18,0.0499999999999997,Active
FUCACNGALACGLCGALGLUSIDEte,-0.0499999999999996,0.0,Inactive
FUCASE2ly,0.0,0.0063829787234042,Inactive
FUCASEe,0.0,0.1,Inactive
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,-0.0249999999999999,0.0,Inactive
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,-4.9486550871069e-18,0.0249999999999999,Active
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,-0.0166666666666666,0.0,Inactive
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,-2.468975605749485e-18,0.0166666666666666,Active
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-0.0249999999999999,0.0,Inactive
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,2.4957352947693153e-18,0.0249999999999997,Inactive
FUCGALFUCGALACGLCGALGLUSIDEtg,0.0,0.0333333333333333,Inactive
FUCGALGBSIDEte,0.0,0.0333333333333335,Inactive
FUCGALGBSIDEtg,-0.0333333333333333,3.958573682478376e-16,Active
FUCtly,0.0,0.1,Inactive
FUMAC,0.0,0.1000000000000002,Inactive
FUMSO4tm,-0.3,0.1,Active
FUMtm,-1.3000000000000005,0.1,Active
FUT15g,0.0,0.0199999999999999,Inactive
FUT16g,0.0,0.025,Inactive
FUT32g,0.0,0.0499999999999997,Inactive
FUT911g,0.0,0.0166666666666666,Inactive
FUT91g,0.0,0.05,Inactive
FUT94g,0.0,0.0249999999999999,Inactive
FUT96g,0.0,0.0250000000000001,Inactive
FUT97g,0.0,0.0249999999999999,Inactive
FUT99g,0.0,0.0166666666666666,Inactive
G14T20g,0.0,0.0090909090909091,Inactive
G14T21g,0.0,0.0090909090909091,Inactive
G14T2g,0.0,0.01,Inactive
G14T5g,0.0,0.0099999999999999,Inactive
G5SDym,0.0,0.1,Inactive
G6PDH1er,-0.1,0.1,Active
G6PDH2er,-0.1,0.1,Active
G6PPer,0.0,0.1,Inactive
GABAVESSEC_1,0.0,0.1,Inactive
GACMTRc,-3.6000000000002106,0.1,Active
GACPAILter,0.0,0.0333333333333333,Inactive
GALACGLCGALGBSIDEte,0.0,0.02,Inactive
GALACGLCGALGBSIDEtg,-0.0199999999999998,7.354638678961294e-19,Active
GALASE10ly,0.0,0.0063829787234042,Inactive
GALASE12ly,0.0,0.0063829787234042,Inactive
GALASE13ly,0.0,0.0063829787234042,Inactive
GALASE15ly,0.0,0.0063829787234042,Inactive
GALASE16ly,0.0,0.0249999999999994,Inactive
GALASE17ly,0.0,0.025,Inactive
GALASE19ly,-3.9738257611916263e-16,0.1,Active
GALASE1ly,0.0,0.0300000000000001,Inactive
GALASE20ly,0.0,0.025,Inactive
GALASE4ly,6.722042990891878e-34,0.0063829787234042,Inactive
GALASE7ly,0.0,0.0063829787234042,Inactive
GALASE8ly,0.0,0.0063829787234042,Inactive
GALASE9ly,0.0,0.0063829787234042,Inactive
GALFUC12GAL14ACGLCGALGLUSIDEtg,0.0,0.0333333333333333,Inactive
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,-0.0124999999999999,0.0,Inactive
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0125000000000001,Inactive
GALGALGALTHCRMtg,-0.0249999999999999,0.0,Inactive
GALGT2,0.0,0.05,Inactive
GALGT3,0.0,0.0499999999999998,Inactive
GALNACT1g,0.0,0.0166666666666667,Inactive
GALNACT2g,0.0,0.0166666666666666,Inactive
GALNACT3g,-1.1183650225535012e-17,0.0166666666666666,Active
GALNACT4g,0.0,0.016666666666667,Inactive
GALNACT5g,0.0,0.0166666666666664,Inactive
GALSIDEtg,-0.1000000000000001,0.1,Active
GALSIDEtl,-0.2000000000000008,0.1000000000000014,Active
GALt1r,-0.6000000000000001,0.1,Active
GALT2g,0.0,0.0166666666666665,Inactive
GALtly,0.0,0.1,Inactive
GAO1g,0.0,0.0999999999999999,Inactive
GARFT,0.0,0.1,Inactive
GASNASE2ly,0.0,0.0333333333333333,Inactive
GASNASEly,0.0,0.0999999999999993,Inactive
GBA,0.0,0.1,Inactive
GBGT1,0.0,0.0333333333333333,Inactive
GBSIDEte,-0.3,0.1,Active
GBSIDEtl,-0.1499999999999999,0.0999999999999999,Active
GCCam,0.0,0.1,Inactive
GCHOLAt2,0.0,0.1,Inactive
GD1B2te,0.0,0.05,Inactive
GD1Cte,0.0,0.0999999999999997,Inactive
GDPFUCtg,0.0,0.1000000000000001,Inactive
GFUCS,0.0,0.1,Inactive
GGH_10FTHF7GLUl,0.0,0.0166666666666669,Inactive
GGH_5THFl,0.0,0.0249999999999998,Inactive
GGH_6DHFl,0.0,0.0199999999999999,Inactive
GGH_7THFe,0.0,0.1,Inactive
GGLUCT,0.0,0.1,Inactive
GHMT2rm,0.0,0.1,Inactive
GLAl,0.0,0.1,Inactive
GLB1,0.0,0.1,Inactive
GLCAASE4ly,0.0,0.03,Inactive
GLCAASE6ly,0.0,0.0199999999999998,Inactive
GLCAASE7ly,0.0,0.0166666666666667,Inactive
GLCAASE8ly,0.0,0.075,Inactive
GLCAASE9ly,0.0,0.075,Inactive
GLCAT4g,0.0,0.0166666666666667,Inactive
GLCAT5g,0.0,0.0166666666666666,Inactive
GLCAT6g,0.0,0.00625,Inactive
GLCAT7g,0.0,0.0062499999999999,Inactive
GLCAT8g,0.0,0.0062499999999999,Inactive
GLCNACASE5ly,-3.5069749121625873e-19,0.0083333333333333,Active
GLCNACDASg,0.0,0.00625,Inactive
GLCNACT2g,0.0,0.0062499999999999,Inactive
GLCNACT5g,0.0,0.00625,Inactive
GLCter,-0.1999999999999976,0.1,Active
GLCtly,0.0,0.1,Inactive
GLGNS1,0.0,0.0181818181818181,Inactive
GLNALANaEx,0.0,0.1,Inactive
GLNASNNaEx,0.0,0.1,Inactive
GLNCYSNaEx,0.0,0.1,Inactive
GLNtm,0.0,0.1,Inactive
GLPASE1,0.0,0.1,Inactive
GLPASE2,0.0,0.1,Inactive
GLRASE,-0.0999999999999999,0.0,Inactive
GLUt6,0.0,0.1,Inactive
GLXO2p,0.0,0.0999999999999999,Inactive
GLXtp,-0.2,0.1,Active
GLYAMDTRc,-3.800000000000199,0.1,Active
GLYBt4_2_r,-0.3,0.1,Active
GLYCK2,0.0,0.1,Inactive
GLYCLTDym,0.0,0.1,Inactive
GLYCLTtp,0.0,0.1,Inactive
GLYC_St,1.007158073989324e-15,0.0999999999999981,Inactive
GLYOp,0.0,0.1,Inactive
GLYt4,0.0,0.1,Inactive
GLYt7_211_r,-1000.0,0.1,Active
GLYtm,-0.9000000000000001,0.1,Active
GLYVESSEC_1,0.0,0.1,Inactive
GMPtg,-0.1,0.1,Active
GMPtn,-0.1,0.0,Inactive
GNDer,0.0,0.1,Inactive
GNMT,0.0,0.1,Inactive
GP1CALPHAtg,-0.0333333333333332,0.0,Inactive
GPAM_hs_1,0.0,0.1,Inactive
GPIDA2er,0.0,0.0333333333333333,Inactive
GPIDAer,1.3119936766582077e-17,0.0333333333333333,Inactive
GQ1BALPHAte,0.0,0.1,Inactive
GQ1Btg,-0.0500000000000001,0.0,Inactive
GT1Ate,-0.1,0.0999999999999999,Active
GT1Atg,-0.0499999999999987,0.0,Inactive
DHAOX_c,0.0,0.1,Inactive
GTHOm,0.0,0.1,Inactive
GTHPi,0.0,0.1,Inactive
GTHPm,0.0,0.1,Inactive
GTHS,0.0,0.1,Inactive
GULLACter,0.0,0.1,Inactive
GULN3D,-0.4000000000000003,0.1000000000000004,Active
GULNDer,-0.0999999999999996,0.1000000000000012,Active
GULNter,0.0,0.1,Inactive
GUR1PP,0.0,0.1,Inactive
HCO3Em,0.0,0.1,Inactive
H2O2syn,0.0,0.1,Inactive
H2O2t,-0.3500000000017385,0.1,Active
H2O2tm,0.0,0.1,Inactive
H2Oter,-1000.0,0.1,Active
H2Otg,-5.3981793189804284e-17,0.1,Active
H3MTer_U,0.0,0.0333333333333333,Inactive
H4ET3er,0.0,0.0333333333333333,Inactive
H4ETer,0.0,0.0333333333333333,Inactive
H6ET3er,0.0,0.0333333333333333,Inactive
H7ET2er,0.0,0.0333333333333333,Inactive
HACD1x,-0.1,0.0,Inactive
HACD9m,-0.2999999999999997,0.0999999999999996,Active
HAS1,0.0,0.1,Inactive
HAtly,0.0,0.075,Inactive
HBZOPT10m,0.0,0.02,Inactive
HCO3_CLt,-1000.0,0.1,Active
HCOUMARINte,-0.0999999999999995,0.0,Inactive
HDCAt,-1000.0,0.1,Active
HDD2COAtx,-0.0999999999999997,0.0833333333333334,Active
HESTRATRIOLte,-1.1166923896983085e-17,0.1,Active
HESTRATRIOLtr,-0.1000000000000001,-2.6560344183542965e-18,Inactive
HEX4,0.0,0.1,Inactive
HEXCt,-0.1,0.1,Active
HISDC,0.0,0.1,Inactive
HISt4,0.0,0.1,Inactive
HISTAVESSEC_1,0.0,0.1,Inactive
HMGCOASm,-0.6833333333333336,0.0999999999999995,Active
HMGCOAtm,-0.6999999999992874,0.1,Active
HMGCOAtx,-0.2,0.1,Active
HMGLm,0.0,0.1,Inactive
HMGLx,0.0,0.1,Inactive
HOMt4,0.0,0.1,Inactive
HPACtr,0.0,0.1000000000000004,Inactive
HPDCACRNCPT1,-0.0999999999999999,0.1,Active
HPDCACRNCPT2,-0.0999999999999999,0.1,Active
HPYRDCm,0.0,0.1,Inactive
HPYRR2x_1,0.0,0.0499999999999999,Inactive
HPYRtp,-0.1,1.6578935231566512e-16,Active
HS2ly,0.0,0.0083333333333333,Inactive
HSAT2ly,0.0,0.0083333333333333,Inactive
HSAT3ly,0.0,0.0083333333333333,Inactive
HSD17B42x_1,0.0,0.1,Inactive
HSD17B4x,0.0,0.1,Inactive
HSD17B7r,0.0,0.1,Inactive
HSD17B8r,0.0,0.1,Inactive
HSD17B9r,0.0,0.1,Inactive
HSD3A1r,-0.2,0.1,Active
HSD3B11,0.0,0.0999999999999999,Inactive
HSD3B12r,0.0,0.1,Inactive
HSD3B13,0.0,0.0999999999999985,Inactive
HSD3B3r,0.0,0.0999999999999999,Inactive
HSD3B7P,0.0,0.1,Inactive
HSPASEly,0.0,0.0083333333333333,Inactive
HSPGt,0.0,0.0062499999999999,Inactive
HTAXOLte,-0.1000000000000001,0.0,Inactive
Htx,-1.5649661819999998,0.1,Active
HXANtx,0.0,0.1,Inactive
HYPTROX_cho,0.0,0.1,Inactive
ICDHyr,0.0,0.1,Inactive
ICDHyp,0.0,0.1,Inactive
IDHPOXOX2b,0.0,0.1,Inactive
IDHPOXOX3,0.0,0.1,Inactive
IDHPOXOX4,0.0,0.1,Inactive
IDHPOXOXb,0.0,0.1,Inactive
IDOAASE3ly,0.0,0.0083333333333333,Inactive
IDOAASE4ly,-3.802445828955961e-33,0.0249999999999998,Active
IDOURtly,-0.0249999999999998,9.56938291332099e-16,Active
IDPtn,-0.1,0.1,Active
ILEt4,0.0,0.1,Inactive
ILEtmi,-0.2,0.1,Active
ILETAm,-0.0999999999999998,0.1,Active
INOSTO,0.0,0.1,Inactive
INSt,-0.4999999999999999,0.1,Active
INSTt2,-0.299999999999413,0.1,Active
INSTt4,-0.3,0.1,Active
IPDPtx,-0.0999999999999999,0.0999999999999999,Active
ITCOALm,0.0,0.1,Inactive
ITPtn,-0.0999999999999998,0.1,Active
KAS8,0.0,0.0285714285714285,Inactive
KCC2t,-1000.0,0.1,Active
KCCt,-1000.0,0.1,Active
KHK,0.0,0.1,Inactive
KHK2,0.0,0.0999999999999999,Inactive
KSII_CORE2tly,0.0,0.0249999999999998,Inactive
KSII_CORE4t,0.0,0.0090909090909091,Inactive
KSItly,0.0,0.0063829787234043,Inactive
KYN3OX,0.0,0.1,Inactive
KYNATESYN,0.0,0.1,Inactive
LACZe,0.0,0.1,Inactive
LALDO,-0.0999999999999999,0.1,Active
LAPCOAl,0.0,0.0999999999999999,Inactive
LCADi_D,0.0,0.1,Inactive
LCTStg,0.0,0.1,Inactive
LCYSTAT,1.3877787807814457e-17,0.1,Inactive
LCYSTCBOXL,0.0,0.1,Inactive
LEUKTRA4tr,0.0,0.1,Inactive
LEUKTRB4t,-0.5000000000000014,0.1,Active
LEUKTRB4tr,-0.15,0.0999999999999985,Active
LEUKTRC4t,-0.7999999999979884,0.1,Active
LEUKTRD4t,-0.6000000000000005,0.1,Active
LEUKTRE4t,-0.4999999999997596,0.1,Active
LEUKTRF4t,-0.4999999999999946,0.1,Active
LEUTAm,-0.1,0.1,Active
TTCCOAtx,-0.2,0.1,Active
LIMNENte,0.0,0.1,Inactive
LINKDEG1ly,0.0,0.0083333333333333,Inactive
LINKDEG2ly,0.0,0.03,Inactive
LINKDEG3ly,0.0,0.03,Inactive
LIPOti_1,0.0,0.1,Inactive
L_LACtcm,0.0,0.1,Inactive
LNLCCPT1,-0.8000000000000002,0.1,Active
LNLCCPT2,0.0,0.1,Inactive
LNLCCRNt,-0.1,0.1,Active
LNLCt,-0.2157299999999998,0.1,Active
LNLNCAt,-0.10073,0.1,Active
LNLNCGCPT2,-0.3,0.1,Active
LNLNCGCRNt,-0.4,0.1,Active
LNLNCGt,-0.10005,0.1,Active
LPASE,0.0,0.1,Inactive
LPS2,0.0,0.1,Inactive
LPS3e,0.0,0.1,Inactive
LPS4e,0.0,0.1,Inactive
LRAT1,0.0,0.1,Inactive
LRAT2,0.0,0.1,Inactive
LSTO1r,0.0,0.1,Inactive
LTC4CP,-0.2999999999999999,0.1,Active
LTC4Sr,0.0,0.0999999999999999,Inactive
LTDCL,0.0,0.1,Inactive
LYSt4,0.0,0.1,Inactive
LYStm,-0.3999999999999997,0.1,Active
LYStn,-0.1,0.0,Inactive
M4BTAer,0.0,0.025,Inactive
M4CET3er,0.0,0.0249999999999999,Inactive
MACACI,0.0,0.1,Inactive
MALTe,0.0,0.1,Inactive
MALTly,0.0,0.0499999999999999,Inactive
MALtm,-1.3000000000000005,0.1,Active
MALTt1r,-0.1571428571428571,0.1,Active
MANt1r,-0.1999999999999983,0.1,Active
MANtly,0.0,0.1,Inactive
MCDp,0.0,0.1,Inactive
MCLACCYSR,0.0,0.1,Inactive
MCLORi,0.0,0.0999999999999999,Inactive
MCPST,0.0,0.0999999999999999,Inactive
MDRPD,0.0,0.1,Inactive
ME1m,0.0,0.1,Inactive
ME2m,0.0,0.1,Inactive
MECOALm,0.0,0.1,Inactive
MECOAS1m,-0.1,0.0,Inactive
MELATN23DOX,0.0,0.0999999999999999,Inactive
MELATNOX,0.0,0.1,Inactive
MEOHt2,-0.1000000000000001,0.1,Active
MESCOALm,0.0,0.1,Inactive
METAT,0.0,0.1,Inactive
METS,0.0,0.1,Inactive
METtec,-1000.0,0.1,Active
MGACONm,-1.751685706772273e-17,0.0999999999999998,Active
MGSA2,0.0,0.1,Inactive
MHISOR,0.0,0.1,Inactive
MI1345PP,0.0,0.1,Inactive
MI134P4P,0.0,0.0999999999999999,Inactive
MI134PP,0.0,0.0999999999999999,Inactive
MI145PK,0.0,0.1,Inactive
MI145PP,0.0,0.0999999999999996,Inactive
MI14PP,0.0,0.1,Inactive
MI1P_Dtn,-0.1,0.0,Inactive
MMCDm,0.0,0.1,Inactive
MMEm,-0.1,0.1,Active
MMMm,-0.1,0.1,Active
MMSAD1m,0.0,0.1,Inactive
MMTSADm,0.0,0.1,Inactive
MOGAT,0.0,0.1,Inactive
MTHFCm,-0.2,0.1,Active
MTHFD2m,-0.3,0.1,Active
N3Tg,0.0,0.0499999999999999,Inactive
NABTNO,0.0,0.1,Inactive
NACASPAH,0.0,0.1,Inactive
NACHEX10ly,0.0,0.0063829787234042,Inactive
NACHEX13ly,0.0,0.0063829787234042,Inactive
NACHEX16ly,0.0,0.0063829787234042,Inactive
NACHEX17ly,0.0,0.0063829787234042,Inactive
NACHEX1ly,0.0,0.0299999999999998,Inactive
NACHEX20ly,0.0,0.0063829787234043,Inactive
NACHEX25ly,6.095742962918622e-17,0.0250000000000002,Inactive
NACHEX26ly,0.0,0.0249999999999999,Inactive
NACHEX27ly,0.0,0.0749999999999998,Inactive
NACHEX3ly,0.0,0.0250000000000001,Inactive
NACHEX5ly,0.0,0.03,Inactive
NACHEX6ly,0.0,0.02,Inactive
NACHEX7ly,0.0,0.02,Inactive
NACHEX8ly,0.0,0.0166666666666666,Inactive
NACHEX9ly,0.0,0.0166666666666666,Inactive
NACHEXA10ly,0.0,0.0063829787234042,Inactive
NACHEXA11ly,0.0,0.0063829787234042,Inactive
NACHEXA12ly,0.0,0.0063829787234042,Inactive
NACHEXA13ly,0.0,0.0063829787234042,Inactive
NACHEXA15ly,0.0,0.0063829787234042,Inactive
NACHEXA18ly,0.0,0.0063829787234042,Inactive
NACHEXA20ly,0.0,0.025,Inactive
NACHEXA21ly,0.0,0.025,Inactive
NACHEXA2ly,0.0,0.0249999999999997,Inactive
NACHEXA3ly,0.0,0.029999999999999,Inactive
NACHEXA4ly,0.0,0.03,Inactive
NACHEXA5ly,0.0,0.0199999999999999,Inactive
NACHEXA7ly,0.0,0.0166666666666666,Inactive
NACHEXA9ly,0.0,0.0063829787234041,Inactive
NACt,0.0,0.1,Inactive
NADHtru,0.0,0.1,Inactive
NADNe,0.0,0.1,Inactive
NADPHtru,0.0,0.1,Inactive
NADPtru,0.0,0.0999999999999999,Inactive
NADPtxu,-1.484620387557667e-17,0.1,Active
NADtn,0.0,0.1,Inactive
NADtru,0.0,0.0999999999999999,Inactive
NAGAlby,0.0,0.0499999999999999,Inactive
NAIt,-0.3000000000000001,0.1,Active
NAt3_1g,0.0,0.1,Inactive
NBAHH_ir,0.0,0.1,Inactive
NCCt,0.0,0.1,Inactive
NDP7g,0.0,0.1,Inactive
NDP8,0.0,0.1,Inactive
NDP8ex,0.0,0.1,Inactive
PI3P4Kn,0.0,0.1,Inactive
NDPK3m,0.0,0.1,Inactive
NDPK4m,0.0,0.1,Inactive
NDPK4n,-0.2,0.1,Active
NDPK6m,-0.6,0.1,Active
NDPK7m,0.0,0.1,Inactive
NDPK7n,-1.4000000000000004,0.1,Active
NDPK9n,-0.1,0.1,Active
NH4tn,-0.2,0.0999999999999998,Active
NH4tp,-0.25,0.0,Inactive
NICRNS,0.0,0.1,Inactive
NICRNTtn,0.0,0.1000000000000004,Inactive
NIFEDIPINEte,0.0,0.1000000000000003,Inactive
NKCC2t,-1000.0,0.1,Active
NOS2_2,0.0,0.1,Inactive
NRPPHRSULT,0.0,0.1,Inactive
NRVNCCOAtx,-0.1999999999999999,0.0833333333333333,Active
NS26T2g,0.0,0.0499999999999999,Inactive
NS26Tg,0.0,0.1,Inactive
NTD12,0.0,0.1,Inactive
NTD1m,0.0,0.1,Inactive
NTD2l,0.0,0.1,Inactive
NTD4e,0.0,0.1,Inactive
NTD5m,0.0,0.1,Inactive
NTD7e,0.0,0.1,Inactive
NTD9e,0.0,0.1,Inactive
NTD9l,0.0,0.1,Inactive
O16G1e,0.0,0.1,Inactive
O16G2e,0.0,0.1,Inactive
O2Stm,-0.0019999999999999,0.1,Active
O2Stn,0.0,0.1,Inactive
O2ter,-0.15,0.1,Active
O2tn,-0.05,0.1000000000000007,Active
OCBTm,0.0,0.1,Inactive
OCCOAtm,0.0,0.1,Inactive
OCCOAtx,-0.1416666666666667,0.1,Active
OIVD2m,0.0,0.1,Inactive
OMEPRAZOLEte,0.0,0.1,Inactive
ORETNF,0.0,0.1,Inactive
ORNt4m,-0.6000000000000001,0.1,Active
ORNt,0.0,0.1,Inactive
OXAtp,0.0,0.0999999999999997,Inactive
P45011B21m,0.0,0.1,Inactive
P45017A2r,0.0,0.0999999999999997,Inactive
P45017A3r,0.0,0.1,Inactive
P45017A4r,0.0,0.0999999999999999,Inactive
P45019A1r,0.0,0.1,Inactive
P45021A1r,0.0,0.0999999999999932,Inactive
P45027A11m,0.0,0.1,Inactive
P45027A13m,0.0,0.1,Inactive
P45027A14m,0.0,0.1,Inactive
P45027A15m,0.0,0.1,Inactive
P4502A6,0.0,0.1,Inactive
P4502C18,0.0,0.1,Inactive
P4502C8,0.0,0.1,Inactive
P4502C92,0.0,0.1,Inactive
P4502D6,0.0,0.1,Inactive
P4502E1,0.0,0.1,Inactive
P4503A4,0.0,0.1,Inactive
P45046A1r,0.0,0.1,Inactive
P4504F122r,0.0,0.1,Inactive
P4504F123r,0.0,0.1,Inactive
P4504F81r,0.0,0.100000000000003,Inactive
P4507A1r,0.0,0.1,Inactive
P4507B11r,0.0,0.1,Inactive
P4507B12r,0.0,0.0999999999999999,Inactive
P4508B11r,0.0,0.1,Inactive
P450LTB4r,0.0,0.1,Inactive
P5CRm,0.0,0.1,Inactive
PA_HSter,-0.1,0.1,Active
PAIL_HStn,-0.1,0.1,Active
PAIL45P_HStn,-0.2,0.1,Active
PAPStg,0.0,0.0999999999999997,Inactive
PAPtg,0.0,0.1,Inactive
PCFLOPm,0.0,0.0666666666666666,Inactive
PCHOL_HSter,-0.1,0.1,Active
PCHOLP_hs,0.0,0.1,Inactive
PCHOLPg_hs,0.0,0.0999999999999987,Inactive
PCHOLPr_hs,0.0,0.1000000000000015,Inactive
PCREATtmdiffir,0.0,0.0999999999999999,Inactive
PCRNtc,0.0,0.1,Inactive
PCRNtm,-0.6000000000000001,0.1,Active
PDE1,0.0,0.1,Inactive
PDE1g,0.0,0.0999999999999999,Inactive
PI34P5K,0.0,0.1,Inactive
PI34P5Kn,0.0,0.1,Inactive
PI3P4K,0.0,0.1,Inactive
PDE4,0.0,0.1,Inactive
