reaction,minimum,maximum,status
ACNAMPH,0.0,0.0999999999999999,Inactive
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0250000000000004,Inactive
ACOAD1fm,0.0,0.1,Inactive
ACOAH,-0.8000000000000002,0.1,Active
ACOX22x,0.0,0.1000000000000012,Inactive
ACOX2x,0.0,0.0999999999999999,Inactive
ACRNtm,-2.880475999999982,0.1,Active
ACSm,0.0,0.1,Inactive
ACt2m,-0.3,0.1,Active
ACtg,-0.025,0.0,Inactive
ACTLMO,0.0,0.1,Inactive
ACTNMO,0.0,0.1,Inactive
ADA,0.0,0.1,Inactive
ADAe,0.0,0.1,Inactive
ADCim,0.0,0.1,Inactive
ADK1m,-0.2000000000000569,0.1,Active
ADNCYC,0.0,0.1,Inactive
ADNK1m,0.0,0.1,Inactive
ADNt,-0.8999999999999999,0.1,Active
ADPtx,-0.2000000000000004,0.1,Active
ADRNCPT1,-7.0341545746313835e-15,0.1,Active
ADRNCPT2,0.0,0.1,Inactive
ADRNLPVESSEC_1,0.0,0.1,Inactive
ADRNt,-1000.0,0.1,Active
ADSK,0.0,0.1,Inactive
ADSL1r,0.0,0.1,Inactive
AFLATOXINte,0.0,0.1,Inactive
AG13T17g,0.0,0.009090909090909,Inactive
AG13T1g,0.0,0.0099999999999999,Inactive
AG13T3g,0.0,0.01,Inactive
AGPAT1_1,0.0,0.1,Inactive
AGTix,0.0,0.1,Inactive
AHANDROSTANGLCtr,-0.1000000000000008,0.0,Inactive
AHCYStr,-0.0999999999999993,0.1,Active
AHEXASEly,1.8658689963301362e-18,0.0299999999999999,Inactive
AKGDm,0.0,0.1,Inactive
AKGtp,-0.3,0.1,Active
AKR1C1,0.0,0.0999999999999999,Inactive
AKR1C42,0.0,0.1,Inactive
AKR1D2,0.0,0.1,Inactive
ALAASNNaEx,0.0,0.1,Inactive
ALACYSNaEx,0.0,0.1,Inactive
ALADGLNexR,-0.3,0.1,Active
ALADGLYexR,-0.3000000000000069,0.1,Active
ALAGLNexR,-4.4,0.1,Active
ALAGLNNaEx,0.0,0.1,Inactive
ALAt4,0.0,0.1,Inactive
ALATA_L,-3.1159249930491173,0.1,Active
ALAtN1,-4.3999999999999995,0.1,Active
LCARS,-0.0999999999999999,0.0,Inactive
ALCD22_L,0.0,0.0999999999999999,Inactive
ALCD2x,0.0,0.1,Inactive
ALDD20x,0.0,0.1,Inactive
ALDD21,0.0,0.1,Inactive
ALOX12,0.0,0.1,Inactive
ALOX5,0.0,0.1,Inactive
ALOX52,0.0,0.1,Inactive
AMCOXO,0.0,0.0999999999999999,Inactive
AMPTASECGe,0.0,0.1,Inactive
AMPtp,-0.2,0.1,Active
AMY1e,0.0,0.1,Inactive
ANDRSTRNte,-0.0999999999999999,0.1,Active
AOBUTDsm,0.0,0.1000000000000001,Inactive
APAT2rm,-0.1000000000000008,0.100000000000001,Active
APNNOXte,-0.1,0.0,Inactive
APOCF,0.0,0.1,Inactive
APOC_LYS_BTNPm,0.0,0.0999999999999998,Inactive
APPNNte,0.0,0.1,Inactive
AQCOBALt,0.0,0.1,Inactive
ARACHCOAtx,-0.1750000000000442,0.1,Active
ARACHCPT1,-0.0999999999997639,0.1,Active
ARACHCPT2,-0.1,0.1,Active
ARACHCRNt,-1000.0,0.1,Active
ARACHDtr,-0.3,0.1,Active
ARGNm,0.0,0.1,Inactive
ARGtm,-0.4000000000000001,0.1,Active
ARSA,0.0,0.1,Inactive
ARTCOAL1_cho,0.0,0.1,Inactive
ARTCOAL2_cho,0.0,0.1,Inactive
R_group_phosphotase_1,0.0,0.1,Inactive
ARTFR208,0.0,0.08,Inactive
ARTPLM3,0.0,0.1,Inactive
ARTPLM3m,0.0,0.1,Inactive
ASAH1,0.0,0.1,Inactive
ASCBt4,-0.3999999999999995,0.1,Active
ASNALANaEx,0.0,0.1,Inactive
ASNSERNaEx,0.0,0.1,Inactive
ASNTHRNaEx,0.0,0.1,Inactive
ASNtm,0.0,0.1,Inactive
ASNtN1,-1000.0,0.1,Active
ASPCT,-0.1,0.1,Active
ASPDt6,0.0,0.1,Inactive
ATP2ter,-3.965470848679424e-18,0.1,Active
BILGLCURt,-0.6,0.1,Active
BILGLCURtr,-0.1000000000000006,0.1,Active
ATPH1e,0.0,0.1,Inactive
ATPH2e,0.0,0.1,Inactive
ATPtm,0.0,0.1,Inactive
B_MANNASEly,0.0,0.0333333333333332,Inactive
B3GALT41g,0.0,0.0499999999999999,Inactive
B3GALT43g,0.0,0.0500000000000001,Inactive
B3GALT44g,0.0,0.0333333333333332,Inactive
B3GALT5g,0.0,0.0333333333333333,Inactive
B3GNT12g,0.0,0.0166666666666667,Inactive
B3GNT311g,0.0,0.0199999999999999,Inactive
B3GNT312g,-4.882641603316177e-17,0.0249999999999999,Active
B3GNT313g,0.0,0.0142857142857143,Inactive
B3GNT314g,0.0,0.0125000000000014,Inactive
B3GNT32g,0.0,0.025,Inactive
B3GNT33g,0.0,0.025,Inactive
B3GNT35g,0.0,0.0200000000000002,Inactive
B3GNT36g,0.0,0.0500000000000001,Inactive
BAAT2x,0.0,0.1,Inactive
BAAT4x_cho,0.0,0.1,Inactive
BACCLm,0.0,0.0999999999999999,Inactive
BALAtmr,-0.1,0.1,Active
BAMPPALDOX,0.0,0.1,Inactive
BBHOX,0.0,0.1,Inactive
BCDO,0.0,0.1,Inactive
BHBt,-1000.0,0.1,Active
BILDGLCURte,0.0,0.1,Inactive
BILDGLCURtr,-0.0999999999999978,0.1,Active
BILIRUBt2,-0.6999999999999993,0.1,Active
BILIRUBtr,-0.2000000000000007,0.1,Active
BIOCYTtn,0.0,0.1,Inactive
BMTer_U,0.0,0.0333333333333333,Inactive
BPNT2,0.0,0.1,Inactive
BTND1,0.0,0.1000000000000005,Inactive
BTND1n,0.0,0.1,Inactive
BTNDe,0.0,0.1,Inactive
BTNPLm,0.0,0.0999999999999999,Inactive
BTNt2i,-0.5,0.1,Active
BTNt4i,0.0,0.1,Inactive
BTNtn,-0.0999999999999999,0.0999999999999999,Active
BUP2,0.0,0.1,Inactive
BUTt2m,0.0,0.1,Inactive
BZt,-0.0999999999999995,0.1,Active
C14STRr,0.0,0.0333333333333325,Inactive
C161CPT22,-0.3833333333333333,0.1,Active
C180CPT2,-0.200000000000015,0.1,Active
C180CRNt,-0.300000000000015,0.1,Active
C181CPT2,-0.2,0.1,Active
C204CRNt,-1000.0,0.1,Active
C3STDH1Pr,0.0,0.0333333333333333,Inactive
C3STKR2r,0.0,0.033333333333334,Inactive
C4STMO2r,0.0,0.0333333333333333,Inactive
CARVEOLte,-0.1,0.0,Inactive
CAT2p,0.0,0.1,Inactive
CBL2OR,0.0,0.05,Inactive
CBPSam,0.0,0.1,Inactive
CBPter,0.0,0.1,Inactive
CDSm,0.0,0.0999999999999998,Inactive
CEPTC,0.0,0.0999999999999999,Inactive
CEPTE,0.0,0.0999999999999999,Inactive
CERK,0.0,0.1,Inactive
CERT2gt,-0.0999999999999999,0.1,Active
CGLYt3_2,0.0,0.1,Inactive
CHAT,-0.2999999999999996,0.1,Active
CHLPCTD,0.0,0.1,Inactive
CHLtm,-0.0666666666666666,0.1,Active
CHOLATEt,-0.6000000000000002,0.1,Active
CHOLATEt2,0.0,0.1,Inactive
CHOLATEt3,0.0,0.1,Inactive
CHOLPtg,-0.1,0.0,Inactive
CHOLt4,-0.3000000000000011,0.1,Active
CHOLtg,0.0,0.0999999999999985,Inactive
CHOLtu,-0.2999999999999983,0.1,Active
CHSTEROLSULT,0.0,0.1,Inactive
CHSTEROLt1,-0.2,0.1,Active
CHSTEROLt2,-0.1999999999999999,0.1,Active
CHSTEROLtg,0.0,0.1,Inactive
CHTNASE,0.0,0.0666666666666665,Inactive
CHTNASEe,0.0,0.0333333333333333,Inactive
CITMCOAHm,0.0,0.1000000000000002,Inactive
CITMCOALm,0.0,0.1,Inactive
CITt4_2,-0.4999999999999867,0.1,Active
CITtbm,0.0,0.1,Inactive
CKc_cho,0.0,0.1,Inactive
CLFORtex,0.0,0.1,Inactive
CLI2tex,0.0,0.1,Inactive
CLOHtex2_1,0.0,0.1,Inactive
CLPNDCPT2,0.0,0.0999999999999998,Inactive
CLPNDCRNt,-0.1,0.1,Active
CLS_hs,0.0,0.0015806845255389,Inactive
CMPACNAtg,-7.26836072977737e-18,0.1,Active
CMPSASn,0.0,0.1000000000000003,Inactive
CO2ter,-0.2833333333333324,0.0,Inactive
COAtn,-0.1,0.1,Active
COAtp,-1.933333333333333,0.1,Active
COAtr,-0.5999999999999955,0.1,Active
COQ5m,0.0,0.02,Inactive
CORE2GTg,-1.59645585120748e-18,0.0249999999999999,Active
CORE4GTg,2.92152868755089e-17,0.0333333333333336,Inactive
CORE5GTg,0.0,0.0499999999999999,Inactive
CORE8GTg,0.0,0.05,Inactive
COt,0.0,0.1,Inactive
COUCOAFm,0.0,0.1,Inactive
COUMARINte,0.0,0.1,Inactive
CRNtim,-1000.0,0.1,Active
CRNtx,-0.2000000000000001,0.1,Active
CRTSTRNt,-0.1,0.0999999999999985,Active
CRTSTRNtm,-0.0999999999999997,0.1,Active
CSBPASEly,0.0,0.025,Inactive
CSDPASEly,0.0,0.0199999999999995,Inactive
CSm,0.0,0.1,Inactive
CSNATer,-0.599999999999999,0.1,Active
CSNt,0.0,0.1,Inactive
CSPG_At,0.0,0.0166666666666666,Inactive
CSPG_Bt,0.0,0.016666666666667,Inactive
CSPG_Btly,0.0,0.0250000000000002,Inactive
CSPG_Et,0.0,0.0166666666666665,Inactive
CSPG_Etly,0.0,0.0166666666666665,Inactive
CYSGLNNaEx,0.0,0.1,Inactive
CYSGLTH,-1000.0,0.1,Active
CYSGLUexR,-1000.0,0.1,Active
CYSt4,0.0,0.1,Inactive
CYSTA,0.0,0.1,Inactive
CYSTHRNaEx,0.0,0.1,Inactive
CYSTSERex,0.0,0.1,Inactive
CYTDK1,0.0,0.1,Inactive
CYTDK2m,0.0,0.1,Inactive
CYTDt4,0.0,0.1,Inactive
CYTDtm,0.0,0.1,Inactive
CYTDtn,-9.879206264985971e-17,0.1000000000000007,Active
CYTK10,-0.8999999999999995,0.1,Active
CYTK10n,-0.6000000000000001,0.1,Active
CYTK11,-0.9000000000000001,0.1,Active
CYTK11n,-0.7000000000000001,0.1,Active
CYTK13,-0.9000000000000004,0.1,Active
CYTK14n,-0.7000000000000007,0.1,Active
CYTK1n,-0.6,0.1,Active
CYTK3n,-0.7000000000000004,0.1,Active
CYTK4n,-0.7000000000000001,0.1,Active
CYTK2_1,-0.9000000000000002,0.1,Active
CYTK9,-0.8999999999999995,0.1,Active
CYTK9n,-0.6000000000000003,0.1,Active
D_3AIBt,0.0,0.1,Inactive
D3AIBTm,-0.2,0.1,Active
DADA,0.0,0.1,Inactive
DADAe,0.0,0.1,Inactive
DADNt4,-0.4000000000000001,0.1,Active
DAGKn_hs,0.0,0.1,Inactive
DAGt,-0.4000000000000001,0.1,Active
DALAOXx,0.0,0.1,Inactive
DALAt2r,-0.3,0.1,Active
DALAxt,0.0,0.1,Inactive
DASCBR_1,0.0,0.1,Inactive
DCIm,-0.1000000000000003,-1.219821908923718e-32,Inactive
DCK2n,-0.1999999999999998,0.1,Active
DCSPTN1COAtx,-0.3,0.1,Active
DCSPTN1CPT2,0.0,0.1000000000000003,Inactive
DCT,0.0,0.1,Inactive
DDPGAm,-2.2932778332682343e-16,0.1,Active
DEBRISOQUINEt,0.0,0.1,Inactive
DEDOLP1_L,0.0,0.0092592592592592,Inactive
DEDOLR_L,0.0,0.0092592592592592,Inactive
DESAT16_2,0.0,0.1,Inactive
DESAT18_3,0.0,0.1,Inactive
DESAT18_11,0.0,0.1,Inactive
DESAT18_5,0.0,0.1,Inactive
DESAT18_8,0.0,0.1,Inactive
DESAT18_9,0.0,0.1,Inactive
DESAT20_1,0.0,0.1,Inactive
DESAT20_2,0.0,0.1,Inactive
DESAT22_1p,0.0,0.1,Inactive
DGAT,0.0,0.0999999999999999,Inactive
DGCHOLtx,-5.2755836755622755e-17,0.1,Active
DGK2m,-0.1000000000004902,0.0999999999999999,Active
DGNSKm,0.0,0.1,Inactive
DGTPtn,-1.2730317702970513e-17,0.1,Active
DGULND,-0.4000000000000003,0.1,Active
DHAAt1r,-0.1,0.1,Active
DHCHOLESTANATEtm,-0.1000000000000003,0.1,Active
DHCR241r,0.0,0.0333333333333333,Inactive
DHCR242r,0.0,0.1,Inactive
DHCR243r,0.0,0.1,Inactive
DHCR71r,2.669172467480235e-17,0.1,Inactive
DHCR72r,0.0,0.1,Inactive
DHCRD1,0.0,0.1,Inactive
DHEAStr,-0.1,3.825999558758491e-32,Active
DHPM2,0.0,0.1,Inactive
DHPR2,0.0,0.1,Inactive
DIDPtn,-0.1000000000000001,0.1000000000000007,Active
DIGALSIDEtg,-0.0999999999999989,0.1,Active
DINt,-0.2999999999999998,0.1,Active
DKMPPD,0.0,0.1000000000000001,Inactive
D_LACtm,-0.1,0.0,Inactive
DLNLCGCRNt,-1000.0,0.1,Active
DLNLCGt,-0.10021,0.1,Active
DM_13_cis_oretn_n,0.0,0.1,Inactive
DM_13_cis_retn_n,0.0,0.1,Inactive
DM_avite2_c,0.0,0.1,Inactive
DM_bvite_c,0.0,0.1,Inactive
DM_core7_g,0.0,0.1,Inactive
DM_core8_g,0.0,0.1,Inactive
DM_datp_m,0.0,0.1,Inactive
DM_datp_n,0.0,0.0999999999999996,Inactive
DM_dctp_m,0.0,0.1,Inactive
DM_dctp_n,0.0,0.1,Inactive
DM_dgtp_m,0.0,0.1,Inactive
DM_dgtp_n,0.0,0.1,Inactive
DM_dttp_m,0.0,0.1,Inactive
DM_dttp_n,0.0,0.1,Inactive
DM_ethamp_r,0.0,0.1,Inactive
DM_gncore2_g,0.0,0.1,Inactive
DM_gpi_sig_r,0.0,0.1,Inactive
DM_hretn_n,0.0,0.1,Inactive
DM_m3gacpail_prot_hs_r,0.0,0.1,Inactive
DM_mem2emgacpail_prot_hs_r,0.0,0.1,Inactive
DM_sTn_antigen_g,0.0,0.1,Inactive
SK_T_antigen_g,0.0,0.0500000000000001,Inactive
DM_yvite_c,0.0,0.1,Inactive
DMHPTCRNt,-0.1833333333333333,0.1,Active
DMNONCOACRNCPT1,-0.1,0.1,Active
DNDPt12m,0.0,0.1,Inactive
DNDPt19m,0.0,0.1,Inactive
DNDPt23m,0.0,0.1,Inactive
DNDPt24m,0.0,0.1,Inactive
DNDPt2m,0.0,0.1,Inactive
DNDPt30m,0.0,0.1,Inactive
DNDPt31m,0.0,0.1,Inactive
DNDPt3m,0.0,0.1,Inactive
DNDPt41m,0.0,0.1,Inactive
DNDPt44m,0.0,0.1,Inactive
DNDPt46m,0.0,0.1,Inactive
DNDPt47m,0.0,0.1,Inactive
DNDPt48m,0.0,0.1,Inactive
DNDPt4m,0.0,0.1,Inactive
DNDPt51m,0.0,0.1,Inactive
DNDPt53m,0.0,0.0999999999999999,Inactive
DNDPt54m,0.0,0.1,Inactive
DNDPt58m,0.0,0.1,Inactive
DNDPt7m,0.0,0.1,Inactive
DOGULNO1,0.0,0.1000000000000002,Inactive
DOLGLCP_Lter,0.0,0.1,Inactive
DOLK_L,0.0,0.1,Inactive
DOLMANP_Uter,0.0,0.0999999999999999,Inactive
DOLPH_Ler,0.0,0.0999999999999999,Inactive
DOPABMO_1,0.0,0.1,Inactive
DOPACHRMISO,0.0,0.1,Inactive
DOPAMT,0.0,0.1,Inactive
DOPAQNISO1,0.0,0.1,Inactive
DOPASFt,0.0,0.1,Inactive
DOPASULT,0.0,0.1,Inactive
DORNOp,0.0,0.0999999999999999,Inactive
DPGM,0.0,0.1,Inactive
DPHMBDCm,0.0,0.02,Inactive
DPMVDx,0.0,0.1,Inactive
DPPS,0.0,0.02,Inactive
DRIBt,-0.0999999999999999,0.1,Active
DRPA,0.0,0.1,Inactive
DTTPtn,-0.0999999999999999,0.1,Active
DUMPtn,-0.1,0.0,Inactive
DURIK1m,0.0,0.1,Inactive
DURItn,-0.1,3.696481259810853e-16,Active
DUTPDPn,0.0,0.1,Inactive
EAFLATOXINte,-0.1,0.0,Inactive
EBASTINEOHte,-0.1,0.0,Inactive
EBASTINEtr,-0.1,0.0,Inactive
EBP1r,0.0,0.0333333333333334,Inactive
EBP2r,0.0,0.0333333333333333,Inactive
ECOAH1m,-0.383333333333334,0.1000000000000007,Active
ECOAH1x,-0.1,0.0,Inactive
EHGLAT2m,0.0,0.1,Inactive
EHGLATm,0.0,0.1,Inactive
EICOSTETCPT2,0.0,0.0999999999999999,Inactive
EICOSTETCRNt,-0.1,0.1,Active
EICOSTETt,-0.1000000000000042,0.1,Active
ELAIDCPT1,-0.1999999999999999,0.1,Active
ELAIDCPT2,-0.0999999999999798,0.1,Active
ELAIDCRNt,-0.1999999999999999,0.1,Active
ELAIDt,-0.0999999999999999,0.1,Active
ENGASE3ly,0.0,0.0063829787234042,Inactive
ENGASEly,0.0,0.03,Inactive
ESTRADIOLGLCt,-0.1999999999999999,0.1,Active
ESTRADIOLGLCt2,0.0,0.1,Inactive
ESTRADIOLtr,-0.2000000000000002,0.1,Active
ESTRIOLGLCtr,-0.0999999999999998,0.0,Inactive
ESTRONEGLCtr,-0.1,0.0,Inactive
ESTSULT,0.0,0.1,Inactive
ETHP,0.0,0.1,Inactive
ETOHMO,0.0,0.0999999999999999,Inactive
ETOHtx,-4.611404688590679e-16,0.1000000000000003,Active
EX_10fthf_e,0.0,0.0999999999999997,Inactive
EX_1glyc_hs_e,0.0,0.1,Inactive
EX_2425dhvitd2_e,0.0,0.1,Inactive
EX_2425dhvitd3_e,0.0,0.0999999999999999,Inactive
EX_25hvitd2_e,0.0,0.1,Inactive
EX_34dhoxpeg_e,-0.2000000000000155,0.1,Active
EX_3aib_e,0.0,0.1,Inactive
EX_3aib__D_e,2.9132640274338e-16,0.1,Inactive
EX_3mlda_e,0.0,0.1000000000000004,Inactive
EX_4hdebrisoquine_e,0.0,0.1000000000000005,Inactive
EX_4mtolbutamide_e,0.0,0.1000000000000004,Inactive
EX_4nph_e,-0.2,0.1,Active
EX_4nphsf_e,0.0,0.1,Inactive
EX_6thf_e,-0.1,0.1,Active
EX_abt_e,-0.1000000000000004,0.1,Active
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e,0.0,0.0142857142857143,Inactive
EX_ach_e,-0.3,0.1,Active
EX_acn13acngalgbside_hs_e,0.0,0.0333333333333332,Inactive
EX_acn23acngalgbside_hs_e,0.0,0.0333333333333333,Inactive
EX_acnacngalgbside_hs_e,0.0,0.0333333333333333,Inactive
EX_acngalacglcgal14acglcgalgluside_hs_e,0.0,0.1,Inactive
EX_adprbp_e,-0.1,0.1,Active
EX_adrn_e,-0.1000800000001239,0.1,Active
EX_adrnl_e,-0.1,0.1,Active
EX_aflatoxin_e,-0.1,0.0,Inactive
EX_ak2lgchol_hs_e,-0.0999999999999999,0.1,Active
EX_amp_e,-0.2,0.1,Active
EX_apnnox_e,0.0,0.0999999999999993,Inactive
EX_aprgstrn_e,0.0,0.1,Inactive
EX_aqcobal_e,-0.1,0.0,Inactive
EX_arachd_e,-1.5443071324074074,0.1,Active
EX_ascb__L_e,-0.3,0.1,Active
EX_asp__D_e,-0.1000000000000003,1.9677412629654902e-17,Active
EX_atp_e,-1.025547000000013,0.1,Active
EX_bilglcur_e,-0.1999999999999999,0.1,Active
EX_bilirub_e,-0.1500000000000011,0.1,Active
EX_camp_e,0.0,0.1,Inactive
EX_chsterol_e,-2.5520318102687187,0.1,Active
EX_cmp_e,-0.3,0.1,Active
EX_co_e,0.0,0.1,Inactive
EX_crtsl_e,-0.1000000000000002,0.1,Active
EX_cspg_a_e,-0.03,0.0166666666666666,Active
EX_cspg_b_e,-0.0250000000000001,0.0166666666666666,Active
EX_cspg_d_e,-0.0200000000000003,0.0166666666666666,Active
EX_debrisoquine_e,-0.1000000000000002,0.0,Inactive
EX_dgchol_e,-0.2,0.1,Active
EX_dopasf_e,0.0,0.1,Inactive
EX_ebastineoh_e,0.0,0.1,Inactive
EX_elaid_e,-0.10001,0.1,Active
EX_estradiol_e,-0.0999999999999996,0.1,Active
EX_estriolglc_e,0.0,0.1000000000000001,Inactive
EX_estroneglc_e,0.0,0.1,Inactive
EX_estrones_e,-0.1999999999999998,0.1,Active
EX_fuc13galacglcgal14acglcgalgluside_hs_e,0.0,0.0999999999999999,Inactive
EX_fuc14galacglcgalgluside_hs_e,0.0,0.0499999999999999,Inactive
EX_fucacgalfucgalacglcgalgluside_hs_e,0.0,0.0999999999999999,Inactive
EX_fucacngal14acglcgalgluside_hs_e,0.0,0.1,Inactive
EX_fucfuc132galacglcgal14acglcgalgluside_hs_e,0.0,0.0250000000000003,Inactive
EX_fucfucfucgalacglcgal14acglcgalgluside_hs_e,0.0,0.025,Inactive
EX_fucgalfucgalacglcgalgluside_hs_e,0.0,0.0999999999999999,Inactive
EX_galfuc12gal14acglcgalgluside_hs_e,0.0,0.0333333333333325,Inactive
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e,0.0,0.0125,Inactive
EX_galgalgalthcrm_hs_e,0.0,0.0250000000000004,Inactive
EX_gbside_hs_e,-0.3,0.1,Active
EX_gchola_e,-1.1000000000000003,0.1,Active
EX_gd1b2_hs_e,0.0,0.05,Inactive
EX_glygn2_e,-0.0999999999999999,0.0,Inactive
EX_glygn4_e,-0.0999999999999999,0.0999999999999999,Active
EX_glygn5_e,-0.1,0.1,Active
EX_gmp_e,-0.1,0.1,Active
EX_gp1c_hs_e,0.0,0.0333333333333334,Inactive
EX_gq1b_hs_e,-0.2,0.0999999999999997,Active
EX_gthrd_e,-0.999999999999736,0.1,Active
EX_gtp_e,-0.1,0.0,Inactive
EX_h2o2_e,-0.3500000000000001,0.1,Active
EX_hco3_e,-2.778214142857141,0.1,Active
EX_hdca_e,-0.72478,0.1,Active
EX_hestratriol_e,-1.1166923896983085e-17,0.1,Active
EX_hista_e,-0.2999999999999998,0.0999999999999999,Active
EX_hpdca_e,-0.10001,0.1,Active
EX_idp_e,-0.4,0.1,Active
EX_inost_e,-0.3,0.1,Active
EX_ksi_deg1_e,0.0,0.1,Inactive
EX_ksii_core2_e,-0.0249999999999999,0.01,Active
EX_leuktrA4_e,-0.3999999999999996,0.1,Active
EX_leuktrF4_e,-0.2999999999999378,0.1,Active
EX_lgnc_e,-0.2250100000000006,0.1,Active
EX_lneldc_e,-0.10001,0.1,Active
EX_lnlncg_e,-0.10005,0.1,Active
EX_mag_hs_e,-0.2,0.1,Active
EX_n2m2nmasn_e,-0.0333333333333332,0.0,Inactive
EX_ncam_e,-0.1000000000000036,0.1,Active
EX_no_e,0.0,0.1,Inactive
EX_nrpphrsf_e,0.0,0.1,Inactive
EX_nrvnc_e,-0.1833433333333333,0.1,Active
EX_o2s_e,-1.0333333333333334,0.0019999999999989,Active
EX_omeprazole_e,-0.0999999999999996,0.0,Inactive
EX_pe_hs_e,-0.4,0.1,Active
EX_peplys_e,-0.1000000000000003,1.771040337820127e-16,Active
EX_pglyc_hs_e,-0.1019757878629397,0.1,Active
EX_prgstrn_e,-0.1,0.1000000000000001,Active
EX_prostge1_e,-0.1,0.1,Active
EX_ptdca_e,-0.10039,0.1,Active
EX_rbt_e,0.0,0.1,Inactive
EX_retinol_9_cis_e,0.0,0.1,Inactive
EX_retinol_cis_11_e,0.0,0.1,Inactive
EX_retn_e,-0.6999999999997527,0.1,Active
EX_retnglc_e,0.0,0.1,Inactive
EX_Rtotal_e,-0.2,0.1,Active
EX_s2l2fn2m2masn_e,-0.2,0.0,Inactive
EX_sl__L_e,0.0,0.1,Inactive
EX_sphs1p_e,-0.3999999999999994,0.0999999999999999,Active
EX_srtn_e,-0.2999999999999997,0.1000000000000003,Active
EX_strch1_e,-0.0999999999999999,0.0,Inactive
EX_strch2_e,-0.1000000000000029,0.0999999999999999,Active
EX_tag__D_e,-0.0999999999999995,0.0,Inactive
EX_tethex3_e,-0.10001,0.1,Active
EX_tettet6_e,-0.10001,1e-05,Active
EX_thf_e,-0.1,0.1,Active
EX_thmtp_e,0.0,0.1,Inactive
EX_thyox__L_e,-0.1999999999999998,0.1,Active
EX_tmndnc_e,-0.10009,0.1,Active
EX_tolbutamide_e,-0.1000000000000005,0.0,Inactive
EX_tststerone_e,-0.0999999999999994,0.1,Active
EX_tsul_e,-0.0999999999999999,0.1,Active
EX_txa2_e,-0.1,0.1,Active
EX_ump_e,-0.1,0.1,Active
EX_urate_e,-0.2,0.1,Active
EX_utp_e,-1.0062335177577693,0.0999999999999996,Active
EX_vacc_e,-0.20204,0.1,Active
EX_whtststerone_e,0.0,0.1,Inactive
EX_xolest_hs_e,0.0,0.1,Inactive
EX_xolest2_hs_e,-0.1,0.1,Active
EX_xoltri24_e,-0.1,0.1,Active
EX_xylt_e,-0.1000000000000001,0.1,Active
EX_yvite_e,-0.1,0.0,Inactive
F1PGT,0.0,0.1,Inactive
FACOAL150,0.0,0.1,Inactive
FACOAL180,0.0,0.1,Inactive
FACOAL1812_1,0.0,0.1,Inactive
FACOAL1813,0.0,0.1,Inactive
FACOAL1832,0.0,0.1,Inactive
FACOAL191,0.0,0.1,Inactive
FACOAL200,0.0,0.1,Inactive
FACOAL206,0.0,0.1,Inactive
FACOAL224,0.0,0.1,Inactive
FACOAL226,0.0,0.1,Inactive
FACOAL244_1,0.0,0.1,Inactive
FACOAL245_2,0.0,0.1,Inactive
FACOAL246_1,0.0,0.1,Inactive
FACOAL260,0.0,0.1,Inactive
FADDP,0.0,0.1,Inactive
FAEL183,0.0,0.1,Inactive
FAH3_1,0.0,0.1,Inactive
FAOXC140,0.0,0.1,Inactive
FAOXC150m,0.0,0.1,Inactive
FAOXC160,0.0,0.1,Inactive
FAOXC161802m,0.0,0.1,Inactive
FAOXC16180m,0.0,0.1,Inactive
FAOXC170m,0.0,0.1,Inactive
FAOXC180,0.0,0.1,Inactive
FAOXC1811602m_1,0.0,0.0999999999999999,Inactive
25HVITD2t,0.0,0.1,Inactive
CRNCARtm,-2.8804760000000007,0.1,Active
r2434,-0.3999999999999999,0.1,Active
CARN160t_m,-0.4999999999999999,0.1,Active
CARN1819Zt_m,-0.2999999999999999,0.1,Active
r2437,-0.6000000000000001,0.1,Active
FAOXC183803m,0.0,0.1,Inactive
r2438,-1000.0,0.1,Active
r2447,0.0,0.1,Inactive
FAOXC183806x,0.0,0.0833333333333333,Inactive
r2449,0.0,0.1,Inactive
r2465_1,0.0,0.1,Inactive
r2482,0.0,0.1,Inactive
FAOXC18480x,0.0,0.1,Inactive
r2483,0.0,0.1,Inactive
r2485,0.0,0.1,Inactive
FAOXC200180m,0.0,0.1,Inactive
r2490,0.0,0.1,Inactive
r2494,0.0,0.1,Inactive
FAOXC204184m,0.0,0.0999999999999999,Inactive
r2495,0.0,0.1,Inactive
r2497,0.0,0.1,Inactive
FAOXC2242046m,0.0,0.1,Inactive
r2498,0.0,0.1,Inactive
r2499,0.0,0.1,Inactive
r2501,0.0,0.1,Inactive
FAOXC2242046x,0.0,0.1,Inactive
r2503,0.0,0.1,Inactive
r2507,-0.2999999999999999,0.1,Active
r2508,-0.3333333333333332,0.1,Active
r2511,-0.2,0.1,Active
FAOXC2251836x,0.0,0.1,Inactive
r2513,0.0,0.1,Inactive
r2521,-0.2833333333333334,0.1,Active
r2526,-8.200000000000008,0.1,Active
r2535,-1000.0,0.1,Active
r2537,-0.1999999999999999,0.1,Active
r2539,-0.0999999999999999,0.1,Active
EX_sprm_e,-0.3,0.1,Active
GNK,-0.1,0.1,Active
FACOAE180,-1.475,0.1,Active
GULND,-0.4000000000000001,0.0999999999999997,Active
FAOXC226,0.0,0.1,Inactive
RE0453N,-0.2,0.1,Active
