,ids,growth,status
267,{'1339.1'},0.10099999998857294,optimal
268,{'1633.1'},0.10099999998857465,optimal
269,{'10768.1'},0.10099999998857465,optimal
270,{'2992.1'},0.10099999998857465,optimal
271,{'686.1'},0.10099999998857465,optimal
272,{'5152.6'},0.10099999998857465,optimal
273,{'3029.1'},0.10099999998857465,optimal
274,{'160428.1'},0.10099999998857465,optimal
275,{'1718.1'},,infeasible
276,{'4539.1'},0.10099999998860906,optimal
277,{'5152.3'},0.10099999998857465,optimal
278,{'1806.1'},0.10099999998857465,optimal
279,{'2712.1'},0.10099999998857465,optimal
280,{'10606.1'},0.10099999998857465,optimal
281,{'7351.1'},0.10099999998857465,optimal
282,{'171425.1'},0.10099999998857465,optimal
283,{'51196.1'},0.10099999998857465,optimal
284,{'8029.1'},0.10099999998857465,optimal
285,{'11000.1'},0.10099999998857465,optimal
286,{'5052.3'},0.10099999998857465,optimal
287,{'3939.1'},0.10099999998857465,optimal
288,{'374569.1'},0.10099999998857465,optimal
289,{'2539.1'},0.10099999998857465,optimal
290,{'3990.1'},0.10099999998857465,optimal
291,{'129607.1'},0.10099999998857465,optimal
292,{'10870.1'},0.10099999998857465,optimal
293,{'10588.1'},0.10099999998857465,optimal
294,{'27109.1'},0.10099999998857465,optimal
295,{'8526.1'},0.10099999998857465,optimal
296,{'270.1'},0.10099999998857465,optimal
297,{'5950.1'},0.10099999998857465,optimal
298,{'10559.1'},0.10099999998857465,optimal
299,{'5198.1'},0.100999999988575,optimal
300,{'6120.2'},0.100999999988575,optimal
301,{'8604.1'},0.100999999988575,optimal
302,{'132.1'},0.100999999988575,optimal
303,{'2531.1'},,infeasible
304,{'286297.1'},0.10099999998857546,optimal
305,{'4728.1'},0.100999999988575,optimal
306,{'3081.1'},0.100999999988575,optimal
307,{'513.1'},0.100999999988575,optimal
308,{'8372.1'},0.100999999988575,optimal
309,{'771.1'},0.100999999988575,optimal
310,{'10905.1'},0.100999999988575,optimal
311,{'4860.1'},0.1009999999885769,optimal
312,{'8659.2'},0.1009999999885769,optimal
313,{'4843.1'},0.1009999999885769,optimal
314,{'5837.1'},0.1009999999885769,optimal
315,{'212.1'},0.1009999999885769,optimal
316,{'5211.2'},0.1009999999885769,optimal
317,{'6487.10'},0.1009999999885769,optimal
318,{'30833.1'},0.1009999999885769,optimal
319,{'59272.1'},0.1009999999885769,optimal
320,{'517.1'},0.1009999999885769,optimal
321,{'201288.1'},0.1009999999885769,optimal
322,{'79053.3'},0.1009999999885769,optimal
323,{'89869.1'},0.1009999999885769,optimal
324,{'79053.1'},0.1009999999885769,optimal
325,{'6508.2'},0.1009999999885769,optimal
326,{'11212.1'},0.10099999998857684,optimal
327,{'160287.1'},0.10099999998857696,optimal
328,{'3030.1'},0.10099999998857696,optimal
329,{'2638.1'},0.10099999998857696,optimal
330,{'5330.1'},0.10099999998857696,optimal
331,{'2109.1'},0.10099999998857696,optimal
332,{'4842.1'},0.10099999998857696,optimal
333,{'83594.1'},0.10099999998857696,optimal
334,{'1491.2'},0.10099999998857696,optimal
335,{'154091.1'},0.10099999998857696,optimal
336,{'64064.1'},0.10099999998857696,optimal
337,{'117247.1'},0.10099999998857696,optimal
338,{'4725.1'},0.10099999998857696,optimal
339,{'3945.1'},0.10099999998857696,optimal
340,{'112.2'},0.10099999998857696,optimal
341,{'55748.1'},0.10099999998857696,optimal
342,{'5286.1'},0.10099999998857696,optimal
343,{'6529.1'},0.10099999998857696,optimal
344,{'51181.1'},0.10099999998857696,optimal
345,{'1603.1'},0.10099999998857696,optimal
346,{'2997.1'},0.10099999998857696,optimal
347,{'339221.1'},0.10099999998857696,optimal
348,{'1743.1'},,infeasible
349,{'5634.1'},0.10099999998857696,optimal
350,{'1375.1'},0.10099999998857696,optimal
351,{'6898.1'},0.10099999998857696,optimal
352,{'23305.1'},0.10099999998857696,optimal
353,{'3948.1'},0.10099999998857696,optimal
354,{'2974.1'},0.10099999998857696,optimal
355,{'8776.1'},0.10099999998857696,optimal
356,{'4190.1'},0.10099999998857696,optimal
357,{'4199.1'},0.10099999998857696,optimal
358,{'518.1'},0.10099999998857696,optimal
359,{'6580.1'},0.10099999998857696,optimal
360,{'8654.3'},0.10099999998857696,optimal
361,{'4548.1'},,infeasible
362,{'248.1'},0.10099999998857696,optimal
363,{'6391.1'},0.10099999998857696,optimal
364,{'5136.2'},0.10099999998857696,optimal
365,{'6647.1'},0.10099999998857696,optimal
366,{'1738.1'},,infeasible
367,{'7498.1'},0.10099999998857691,optimal
368,{'28976.1'},0.10099999998857691,optimal
369,{'221823.2'},0.10099999998857691,optimal
