Genes,Sensitive,Resistant
SMC3,94.15666667,66.73666667
RBM20,0.010057,0.01925
PDCD4-AS1,1.637666667,4.702333333
PDCD4,23.05666667,53.43333333
MIR4680,18.75666667,46.04666667
BBIP1,12.88333333,14.88666667
SHOC2,26.16333333,29.97666667
RPL13AP6,0.4396,1.163033333
GPAM,15.37,11.52266667
ACSL5,37.27666667,22.38
ZDHHC6,33.56,24.49333333
VTI1A,7.962666667,7.844666667
LOC103344931,1.318333333,1.903333333
TCF7L2,10.53933333,10.577
NRAP,0.009444667,0.015116667
CASP7,20.14,25.18666667
PLEKHS1,0.725466667,3.968333333
DCLRE1A,15.17666667,8.154
NHLRC2,10.03233333,8.634666667
LOC105378493,0.096443333,0.125523333
ADRB1,0.541833333,0.2568
CCDC186,6.799333333,8.995666667
MIR2110,11.28366667,15.04
VWA2,0.161766667,0.7861
AFAP1L2,24.86,3.431
LOC105378494,0.401466667,0.105676667
ABLIM1,36.6,56.42666667
LOC101927692,0.10637,0.10868
FHIP2A,11.29,20.95333333
TRUB1,28.42,26.21666667
ATRNL1,0.002108667,0.02268
LOC105378497,0,0.02342
GFRA1,0.003616667,0.04632
SPMIP5,0.007726667,0.050833333
HSPA12A-AS1,1.952333333,2.656666667
HSPA12A,3.317333333,3.606333333
MIR9851,4.004,12.22433333
ENO4,2.380333333,3.083
SHTN1,11.26,14.15
SLC18A2,2.426,3.088
PDZD8,25.16333333,30.20333333
RAB11FIP2,9.84,12.57333333
CASC2,1.804666667,1.004833333
FAM204A,5.241,5.1
CACUL1,21.57666667,22.68666667
NANOS1,7.044333333,17.12666667
EIF3A,168.3,153.7666667
SNORA19,1.825066667,0.815366667
DENND10,26.35666667,24.84
SFXN4,23.54,17.65
PRDX3,356,377.5
GRK5,11.62666667,7.135
GRK5-IT1,0.512666667,0.31002
LOC105378511,0.123116667,0.06983
RGS10,66.82333333,108.8
TIAL1,35.04333333,34.73666667
LOC105378512,3.085,2.913
BAG3,115.1333333,97.76666667
INPP5F,10.107,7.325333333
LOC105378513,2.381,1.855666667
MCMBP,79.03333333,42.74
SEC23IP,25.56,20.56333333
PLPP4,0.022625333,0.00961
LINC02930,0.0118,0.027781667
WDR11-DT,0.035883333,0.125036667
WDR11,42.96666667,55.14666667
LOC105378519,3.007333333,3.542333333
FGFR2,0.1433,0.0437
ATE1,14.41333333,11.97666667
ATE1-AS1,2.408666667,3.167
NSMCE4A,18.89666667,14.27666667
TACC2,10.40333333,9.392666667
BTBD16,0.033896667,0.019093333
PLEKHA1,2.154666667,1.803666667
LOC105378525,0.060383333,0.077076667
ARMS2,0.022043333,0.14692
HTRA1,29.6,68.55333333
DMBT1,0.122036667,0.188433333
FAM24B-CUZD1,0.525633333,0.508733333
CUZD1,0.349633333,0.3093
FAM24B,2.793333333,2.746333333
C10orf88B,1.262866667,0.4887
C10orf88,4.385666667,4.424333333
PSTK,3.291333333,4.060333333
IKZF5,10.59333333,12.8
ACADSB,12.948,21.68333333
BUB3,60.04666667,37.1
LOC107984275,0.198233333,0.214766667
LINC02641,0.040006667,0.189833333
LOC107984128,0.210933333,0.326766667
CHST15,22.79666667,15.60333333
OAT,113.2666667,102.7333333
NKX1-2,0.1461,0.235566667
LHPP,6.345333333,9.898
FAM53B,16.36,21.70333333
EEF1AKMT2,12.7,14.42666667
ABRAXAS2,24.52,24.84333333
ZRANB1,13.31333333,35.86333333
CTBP2,24.26,29.41333333
LOC105378541,0.087666667,0.14304
LOC105378542,0.330066667,0.536666667
TEX36,0.128036667,0.2742
LOC283038,0.574533333,0.969366667
EDRF1-DT,0.809066667,1.327333333
EDRF1,12.35,11.06666667
EDRF1-AS1,7.956,7.368
MMP21,0.13853,0.136653333
UROS,21,22.80666667
BCCIP,94.35333333,58.08
DHX32,77.11333333,56.92333333
FANK1,8.216333333,6.679333333
ADAM12,0.619666667,1.077
LINC00601,2.858,5.390333333
LOC112267914,0.255366667,0.607033333
C10orf90,0.519433333,0.3342
LOC728158,0.619066667,0.427733333
LOC105378550,2.161666667,2.065333333
DOCK1,15.75666667,23.94666667
LOC107984059,0.089016667,0.025406667
LOC105378552,1.198666667,1.534666667
INSYN2A,0.7985,0.602833333
CLRN3,0.250233333,0.300466667
PTPRE,7.747333333,9.891
AS-PTPRE,0.2532,0.284133333
MKI67,127,37.99
MGMT,3.221,4.524666667
LOC105378560,0.023053333,0.016241
LINC02666,0.025153333,0.046566667
C10orf143,1.739333333,1.1099
CTAGE7P,1.826333333,1.260666667
LOC102724883,0.196233333,0.2824
LOC105378561,0.080213333,0.299533333
GLRX3,88.35,52.69
LINC02646,0.2394,0.288233333
TCERG1L,0.061073333,0
TCERG1L-AS1,0.910333333,0.0372
PPP2R2D,21.16333333,16.14
BNIP3,114.0966667,84.15333333
JAKMIP3,0.453666667,0.547233333
JAKMIP3-AS1,0.501633333,0.3393
DPYSL4,2.462666667,1.748333333
STK32C,16.00666667,14.49
LRRC27,1.247666667,2.302333333
PWWP2B,15.53666667,10.72
LINC03068,0.522533333,0.7174
LINC02870,7.819,10.91733333
LOC105378569,0.024336667,0.08599
LOC107984282,0.384666667,0.4207
INPP5A,3.965666667,4.000666667
NKX6-2,2.838333333,2.861
CFAP46,0.5397,0.532
LINC01168,0.016726,0.006555333
LOC112268067,0.2044,0.07316
KNDC1,1.245333333,7.193666667
LOC105378574,0.05319,0.18738
LOC105378573,0.318366667,1.325666667
VENTX,0.048133333,0.071096667
ADAM8,7.48,3.643333333
TUBGCP2,65.13666667,53.46333333
ZNF511,61.43666667,40.87333333
CALY,0.08179,0.1842
PRAP1,1.558333333,2.328333333
FUOM,6.110333333,7.81
ECHS1,157.1333333,141.4
MIR3944,0.827666667,0.980366667
PAOX,4.696,6.588666667
MTG1,18.68,13.86666667
SPRN,1.903333333,1.448333333
SCART1,4.859,7.065333333
LOC105378575,0.725533333,0.948033333
CYP2E1,3.593333333,9.345
SYCE1,0.01918,0.460233333
SPRNP1,0.2562,0.228033333
FRG2B,0.042686667,0.064366667
LINC01001,4.685666667,5.790666667
LOC112268070,4.448,5.890333333
LOC101930129,0.623966667,0.938533333
CIMAP1A,0.028336667,0.102653333
BET1L,42.52,49.58333333
RIC8A,65.58666667,60.72
MIR6743,3.788666667,2.581333333
SIRT3,9.151333333,8.241
PSMD13,176.4333333,105.6766667
NLRP6,0.19353,0.242
PGGHG,17.54333333,30.19
IFITM5,0.267066667,0.583466667
IFITM2,169.1333333,307.7
IFITM1,51.15666667,76.97666667
IFITM3,820.8333333,1441.666667
LOC105376505,0.6389,0.288766667
B4GALNT4,3.494,9.681333333
PKP3,110.2833333,35.42333333
SIGIRR,9.751,6.262
ANO9,13.95133333,7.914
LOC105376506,0.9959,0.523766667
PTDSS2,12.62333333,13.58333333
RNH1,107.8333333,76.25666667
LRRC56,5.183666667,6.160333333
HRAS,38.61333333,23.80333333
LMNTD2,3.619,3.266333333
LMNTD2-AS1,2.945666667,1.938
RASSF7,14.95666667,7.893666667
MIR210HG,6.620666667,4.691
MIR210,2.101,2.388566667
LOC143666,0.7583,0.652066667
PHRF1,23.88,20.58
IRF7,7.668666667,3.189666667
CDHR5,0.391766667,0.370166667
SCT,0.412633333,0.352433333
DRD4,0.5519,0.4844
DEAF1,12.72666667,20.25666667
TMEM80,4.592,5.421333333
EPS8L2,42.56666667,47.45333333
TALDO1,170.9666667,153.4
GATD1,20.29,19.55333333
GATD1-DT,7.838666667,7.322666667
CEND1,0.513933333,0.3518
SLC25A22,32.11333333,29.99
PANO1,1.477333333,1.404333333
PIDD1,9.266333333,10.397
RPLP2,1508.666667,1633.666667
SNORA52,18.41666667,14.88533333
PNPLA2,29.45666667,70.56333333
CRACR2B,2.438,2.119333333
CD151,261.1,268.3
POLR2L,130.0666667,104.0033333
TSPAN4,30.46333333,37.18
CHID1,36.44333333,36.02666667
AP2A2,26.59666667,31.97
MUC6,0.09824,0.084133333
LINC02688,0.2739,0.369566667
MUC5AC,0.020390667,0.007840333
MUC5B,0.148666667,0.17
MUC5B-AS1,0.082566667,0.1556
TOLLIP,21.66666667,27.67666667
TOLLIP-DT,2.172333333,3.030333333
BRSK2,4.119666667,7.843333333
MOB2,16.34,25.52666667
DUSP8,1.408333333,9.143666667
KRTAP5-AS1,0.04023,0.9013
KRTAP5-1,0.058466667,2.280333333
KRTAP5-2,0.032543333,0.830666667
IFITM10,14.18,11.666
CTSD,835.4666667,1124.033333
LOC105376517,0.687066667,0.0478
SYT8,2.792666667,3.867
TNNI2,1.793133333,1.1433
LSP1,1.826333333,1.238833333
MIR7847,4.518,4.534666667
MRPL23,7.245333333,5.985
SNORD131,0.859833333,0.3524
MRPL23-AS1,0.4426,0.459866667
LINC01219,0.22447,0.073316667
H19,1.626333333,1.1455
MIR675,4.427666667,3.561333333
IGF2,0.024025,0.03836
INS-IGF2,0.03045,0.048616667
TH,2.889333333,0.401966667
MIR4686,3.749833333,0.931
TSPAN32,0.071303333,0.279066667
CD81-AS1,17.86,26.6
LOC105376520,0.239833333,0.663566667
CD81,237.6,359.5333333
TSSC4,16.59,12.90666667
TRPM5,0.015416667,0.037103333
KCNQ1,0.28629,1.543
KCNQ1OT1,0.193433333,0.282533333
CDKN1C,9.607,9.995666667
SLC22A18AS,0.598466667,0.7568
SLC22A18,4.815,7.326333333
PHLDA2,114.2133333,23.45333333
NAP1L4,104.2733333,85.30666667
CARS1,44.6,75.56
CARS1-AS1,7.354666667,12.22666667
OSBPL5,6.285,9.086666667
MRGPRE,0.074183333,0.5109
ZNF195,16.30333333,18.71333333
TSSC2,3.762333333,5.863666667
OR7E12P,0.030093333,0.042553333
LOC105376526,1.437066667,0.013476667
LOC107984301,0,0.029003333
ART5,0.391166667,1.143
ART1,0,0.03208
CHRNA10,0.459433333,0.427333333
NUP98,67.41666667,65.19333333
PGAP2,15.30666667,16.13666667
RHOG,56.42,45.11333333
STIM1-AS1,3.755,3.546333333
STIM1,28.68,37.68333333
MIR4687,40.99333333,59.32333333
RRM1,131.1,75.56
LINC02749,3.478666667,4.514666667
TRIM21,22.75666667,21.31
TRIM68,10.88833333,13.68333333
HBE1,0.519133333,0.869866667
OR51B4,0.039333333,0.168626667
OR51B5,0.09496,0.09171
UBQLNL,0.2424,0.637766667
OLFM5P,0.109013333,0.613133333
TRIM5,15.11,22.74666667
TRIM6,34.35333333,17.79666667
TRIM6-TRIM34,11.376,7.168
TRIM34,3.067333333,3.548333333
LOC107984302,0.02933,0.157803333
TRIM22,0.179066667,5.172666667
OR52W1,0.01906,0.16309
C11orf42,0.313766667,0.324966667
FHIP1B,14.61666667,20.00666667
CNGA4,0.134633333,0.6198
CAVIN3,76.21666667,38.89666667
LOC101927825,10.35366667,5.536333333
SMPD1,21.75333333,52.34333333
APBB1,13.61,28.56666667
HPX,0.512833333,1.6353
TRIM3,7.029666667,6.798
ARFIP2,40.61666667,54.89333333
TIMM10B,19.47666667,22.36
DNHD1,3.549,4.983333333
RRP8,4.077666667,4.797
ILK,53.7,63.84
TAF10,42.94333333,47.42333333
TPP1,93.63,233.1333333
DCHS1,0.011881667,0.042143333
MRPL17,61.87666667,44.01333333
ZNF214,0.485266667,0.725933333
SYT9,0,0.007037667
SYT9-AS1,0.016286667,0.069913333
OLFML1,0,0.051713333
PPFIBP2,0.8085,2.229
CYB5R2,2.161666667,1.912666667
OVCH2,0,0.419933333
LOC105376533,0,0.2113
OR5P2,0,0.1394
OR5E1P,0,0.893633333
LOC283299,0.007333333,1.202233333
LOC107984307,0.047933333,2.742333333
OR10A3,0,0.12961
NLRP10,0.073626667,0.6011
EIF3F,50.88,88.07666667
TUB,0.02341,0.109043333
RIC3,0.003429333,0.013033333
LMO1,0.4479,0.89
LOC105376536,0.16307,0.210266667
STK33,0.795033333,1.555
TRIM66,10.11533333,13.83666667
RPL27A,236,366.5333333
SNORA3A,24.98333333,17.67333333
SNORA3B,10.24466667,11.411
DENND2B,12.54333333,32.09666667
LOC107984308,3.238333333,1.240333333
AKIP1,10.75966667,13.59
C11orf16,0.2735,0.197666667
ASCL3,0.329466667,0.15792
TMEM9B,29.39333333,36.34333333
TMEM9B-AS1,2.626,6.74
NRIP3,6.856,7.478666667
NRIP3-DT,0.008631667,0.018915
SCUBE2,0.054026667,0.07692
DENND5A,43.42666667,79.17
TMEM41B,14.43333333,15.73
IPO7,176.1333333,183.2333333
SNORA23,2.838,2.245666667
LOC644656,2.798666667,3.299333333
ZNF143,8.675,7.497
WEE1,22.94333333,23.33666667
SWAP70,21.64,24.86
LINC02709,1.289666667,1.760666667
SBF2-AS1,6.962666667,7.500333333
SBF2,8.569666667,13.56
LOC105369149,6.705666667,10.25633333
LOC101928008,0.092316667,0.178723333
ADM-DT,0.330033333,0.756666667
ADM,11.75333333,47.32333333
CAND1.11,0.208433333,0.522833333
AMPD3,4.524666667,6.404666667
MTRNR2L8,0.528766667,1.022633333
MIR4485,1.267033333,0.620666667
RNF141,18.94,28.36666667
IRAG1-AS1,0.079633333,0.4434
IRAG1,0.083996667,0.421066667
CTR9,38.13,38.68
EIF4G2,590.0333333,461
SNORD97,5.572666667,7.218333333
LOC101928053,0.291966667,0.436566667
ZBED5,28.96666667,29.47333333
ZBED5-AS1,11.419,10.89066667
LOC107984309,0.144133333,0.222333333
LOC105379882,0.391166667,0.1754
GALNT18,5.909333333,5.661333333
CSNK2A3,35.73333333,42.69666667
LOC107983976,0.09425,0.054566667
LOC105376553,0.612266667,1.163666667
MIR8070,1.832666667,5.995666667
LOC107984311,0.389533333,0.525866667
USP47,19.05333333,24.68
DKK3,0.4026,0.5304
LINC02547,0.070323333,0.005386667
MICAL2,44.88,63.00666667
PARVA,11.84466667,23.71
TEAD1,41.35,57.3
LINC00958,0.045766667,0.02157
RASSF10-DT,0.347966667,0.300933333
RASSF10,2.145,0.5165
BMAL1,8.894666667,7.097333333
BTBD10,19.42333333,18.68
FAR1,59.80333333,60.34333333
LINC02683,0.578133333,0
SPON1,0.400033333,1.0239
RRAS2,61.99666667,108.8533333
COPB1,134.2,167.8
PSMA1,193.7333333,152.2
PDE3B,0.010446667,0.035906667
CYP2R1,2.572666667,3.304666667
CALCB,0.01758,0.279133333
INSC,0.359166667,0.352366667
LINC02751,0.017448,0.002837
SOX6,0.007068667,0.008281667
C11orf58,45.53333333,49.82333333
PLEKHA7,5.754333333,1.873333333
OR7E14P,0.896666667,0.117786667
RPS13,1348.666667,1734.666667
SNORD14A,18.78666667,27.23
SNORD14B,45.77,37.1
PIK3C2A,31.46333333,56.99
NUCB2,30.49,44.94333333
LOC105376576,0.154133333,0.386033333
NCR3LG1,3.563333333,6.055333333
KCNJ11,0.04131,0.288266667
USH1C,0.053736667,0.2705
OTOG,0,0.02612
KCNC1,0.034183333,0.036276667
SERGEF,11.18333333,21.29333333
LOC107984317,0.081153333,0.05183
TPH1,0.067646667,0.196033333
SAAL1,54.97666667,39.13666667
SAA2-SAA4,0.042733333,0.305133333
SAA2,0.023416667,0.431966667
SAA1,0.126873333,1.934666667
HPS5,15.17333333,19.51
GTF2H1,40.10666667,51.32
LOC105376577,1.486666667,2.039666667
LDHA,1961.333333,1360.566667
LDHC,6.140333333,5.319
LDHAL6A,0.13704,0.198466667
TSG101,73.45666667,84.58
UEVLD,17.97666667,20.22666667
LOC112268073,1.5289,1.425666667
MISFA,7.726666667,9.778333333
SPTY2D1,18.93666667,23.79333333
TMEM86A,2.027333333,25.63
IGSF22,0.066316667,1.017266667
PTPN5,0,0.012478333
ZDHHC13,22.97333333,21.53666667
CSRP3,4.773333333,4.265666667
CSRP3-AS1,0.07489,0.035546667
E2F8,26.41333333,7.051333333
NAV2,12.061,8.155
LEISA1,3.243666667,2.342
NAV2-AS2,16.75,11.56666667
LOC107984418,0.212833333,0.243083333
HTATIP2,82.25,63.75
PRMT3,27.64,22.62
FANCF,11.97333333,18.07666667
GAS2,0.0386,0.206833333
SVIP,5.644666667,3.945666667
LOC105376601,0.191956667,0.149923333
CCDC34,22.04333333,11.225
LGR4,28.62666667,43.02
LGR4-AS1,0.17182,0.138556667
LIN7C,12.68,14.68666667
BDNF-AS,1.139833333,3.924666667
MIR8087,0.6906,1.068333333
BDNF,2.839333333,8.572
KIF18A,30.60333333,16.47666667
METTL15,10.36266667,13.68
LOC105376604,0.114283333,0.06527
LINC02742,0.11498,0.020593333
ARL14EP,12.454,19.14666667
DCDC1,0.03294,0.166033333
DNAJC24,10.359,13.49
IMMP1L,9.579666667,9.577333333
ELP4,4.993666667,5.118
PAX6,0.040033333,0.073246667
PAX6-AS1,0.282566667,0.350266667
RCN1,313.4,497.0666667
LOC107984322,0.0471,0.586166667
WT1,0.168866667,0.825233333
EIF3M,68.68666667,70.31333333
CCDC73,10.625,10.81533333
PRRG4,5.043333333,3.612333333
QSER1,25.66666667,27.14666667
LOC105376615,5.747,6.561
DEPDC7,10.40733333,15.17
TCP11L1,5.827666667,12.19333333
LINC00294,2.638666667,5.915666667
CSTF3,36.43666667,30.62
CSTF3-DT,0.356333333,0.07328
HIPK3,13.46666667,25.67
KIAA1549L,0.069843333,0.02513
LOC105376617,0.04379,0.023784333
C11orf91,2.173,2.820666667
CD59,76.50666667,151.0333333
FBXO3,7.848666667,11.60333333
LMO2,0.200966667,0.378433333
LOC101929918,18.92666667,20.65333333
CAPRIN1,145.1,150.5333333
NAT10,96.13333333,76.11
ABTB2,12.23333333,11.33333333
CAT,77.25666667,109.5366667
LINC02707,0.28958,2.338
EHF,0.3659,0.348966667
LOC105376624,0.11291,0.252766667
APIP,23.41333333,21.96
PDHX,28.68666667,31.14666667
LOC105376626,2.0602,0.653733333
LOC105376627,0.412133333,0.22756
CD44-DT,1.331666667,0.6738
CD44,264.1666667,218.7333333
SNORD164,0,0.843466667
PAMR1,0.019293333,0.493766667
FJX1,22.73666667,27.14
TRIM44,23.78,34.14
LDLRAD3,9.992,16.74
COMMD9,42.99333333,55.45333333
PRR5L,2.831333333,11.48
TRAF6,3.295,6.369
RAG1,0.148496667,1.221833333
RAG2,0.096876667,0.162766667
IFTAP,10.694,19.04
LOC107984325,0.216666667,0.4534
LRRC4C,0,0.028805667
API5,64.26333333,70.40333333
TTC17,17.19666667,38.38666667
HSD17B12,54.54666667,66.95
LOC107984328,2.599666667,3.237666667
LOC105376644,0.033203333,0.09797
ALKBH3,32.3,34.97
SEC14L1P1,0.746366667,1.164333333
ALKBH3-AS1,0.346066667,0.5884
C11orf96,0.088666667,0.12525
ACCS,3.708666667,6.951
EXT2,24.16333333,36.98
ALX4,0.018868333,0.064016667
CD82,5.740666667,4.334
TSPAN18,0.227466667,0.7607
TP53I11,13.05333333,53.69
PRDM11,0.3551,1.059533333
LOC105376652,0.465033333,0.291666667
SYT13,0.07309,0.018563333
CHST1,0.3571,0.061293333
SLC35C1,18.93333333,22.12666667
CRY2,5.497333333,9.588666667
MAPK8IP1,12.10333333,21.31
FREY1,1.353,0.704833333
PEX16,20.47333333,26.77666667
LARGE2,6.007,2.075333333
PHF21A,6.858333333,17.95333333
LINC02489,0.04365,0.189833333
CREB3L1,65.71666667,98.71
DGKZ,34.53333333,28.15666667
MDK,51.85,131.2333333
CHRM4,0.805033333,1.412666667
AMBRA1,15.63666667,17.62333333
HARBI1,6.113666667,7.122
ATG13,23.31,30.04
ARHGAP1,59.84666667,58.03333333
ZNF408,12.94,14.97666667
F2,0.0179,0.04263
CKAP5,121.4666667,95.72
SNORD67,5.681666667,0.7665
LRP4-AS1,0.9757,1.065233333
LRP4,1.956333333,1.772333333
CSTPP1,10.76233333,13.71666667
ARFGAP2,49.31,50.52333333
PACSIN3,15.39666667,17.46333333
DDB2,26.58,16.96333333
ACP2,25.75,33.88
NR1H3,11.00433333,13.46666667
MADD,19.52333333,23.70666667
MADD-AS1,0.267266667,0.09599
SPI1,0.456866667,0.435133333
SLC39A13,23.74666667,45.07333333
PSMC3,192.3666667,117.7633333
RAPSN,0.620133333,0.569
CELF1,31.99666667,32.12333333
PTPMT1,32.06333333,33.07333333
KBTBD4,13.52,16.72
NDUFS3,153.2666667,127.5333333
C1QTNF4,0.059696667,0.11382
MTCH2,58.87333333,54.15
AGBL2,0.527233333,0.542
FNBP4,23.12,26.69
NUP160,54.94333333,48.1
PTPRJ,13.45333333,21.10666667
LOC101060224,2.326666667,2.4823
SEPTIN7P11,0.05307,0.128163333
OR4C6,1.0723,0.017283333
TNKS1BP1,50.44666667,79.51
SSRP1,209.6333333,146.5333333
P2RX3,0.053646667,0.149166667
PRG2,0.440833333,0.600066667
SLC43A3,54.58666667,58.52
RTN4RL2,3.259666667,10.42666667
SLC43A1,6.436333333,14.57
TIMM10,46.19,26.96
SMTNL1,0.298353333,0.3295
UBE2L6,62.12666667,83.03666667
SERPING1,0.499866667,10.522
YPEL4,0.386766667,2.164666667
CLP1,27.77,25.88
ZDHHC5,69.87,66.42
MED19,17.25333333,21.98333333
TMX2-CTNND1,70.59333333,76.52333333
TMX2,97.44,95.65333333
SELENOH,68.29666667,66.55666667
BTBD18,0.036623333,0.067926667
CTNND1,62.67333333,68.35333333
LOC105369313,0.04206,0.044033333
LPXN,1.518333333,1.837
ZFP91,51.75,47.36666667
ZFP91-CNTF,20.61333333,18.01666667
CNTF,0.961133333,0.553
LOC283194,0.034673333,0.039533333
GLYATL1B,0.0577,0.076196667
LOC105369315,0.105943333,0.044186667
FAM111B,27.30333333,11.187
FAM111A-DT,1.808333333,4.073333333
FAM111A,29.09666667,15.53333333
DTX4,8.151,7.143
MPEG1,0.011993333,0.01965
LOC102723575,0.361466667,0.626566667
TRV-TAC1-1,0,1.169166667
TRK-TTT5-1,0.251433333,2.307133333
LINC02739,0.124263333,0.250233333
OSBP,58.40333333,74.38666667
LOC101927226,2.109,2.006333333
PATL1,67.36666667,58.76666667
PATL1-DT,0.067856667,0.086833333
OR10V2P,0.071083333,0.2885
STX3,21.3,27.84333333
MRPL16,157.2,103.6533333
TCN1,23.10666667,1.903833333
OOSP1,0.030536667,0.23178
MS4A15,0,0.169686667
MS4A10,0,0.035743333
LOC105369322,0.1262,0.419466667
CCDC86,115.25,84.24
PTGDR2,4.477666667,2.846666667
ZP1,0.107836667,0.04405
PRPF19,236.5666667,188.4333333
PRPF19-DT,0.198866667,0.322233333
TMEM109-DT,0.963933333,1.587733333
TMEM109,148.2333333,137.0333333
TMEM132A,28.63666667,70.46
SLC15A3,0.7357,1.751
CD6,0.043853333,0.062926667
LOC105369326,0.08465,0.2114
LOC105369325,0.060763333,0.1699
CD5,0.07253,0.156933333
VPS37C,17.41666667,23.78666667
VWCE,0.214533333,1.084266667
DDB1,221.5,276.9666667
TKFC,14.41666667,14.41666667
CYB561A3,20.15666667,22.93
TMEM138,14.98,11.86666667
TMEM216,10.31666667,11.024
CPSF7,76.83333333,65.85
SDHAF2,47.15333333,45.97333333
SAXO4,1.122566667,2.707333333
LOC105369329,0.052913333,0.17545
LRRC10B,0.815366667,0.4371
SYT7,6.829666667,6.229333333
LOC105369331,0.032736667,0.016233333
RPLP0P2,1.317,5.044333333
DAGLA,4.359666667,9.582333333
MYRF,4.913333333,5.616666667
TMEM258,115.2533333,148.0666667
MIR611,229.4333333,317.3666667
FEN1,146.7,72.36333333
FADS1,49.66666667,41.91333333
MIR1908,0.898633333,0.847666667
FADS2,26.91333333,35.43333333
FADS3,35.78333333,271.7666667
MIR6746,5.721333333,36.21
RAB3IL1,8.780666667,8.063333333
BEST1,312.2666667,412.8666667
LOC107984334,0.190433333,0.4142
FTH1,2548.333333,3422
LOC399900,1.0175,0.680566667
LINC02733,0.03356,0.012706667
INCENP,44.84666667,21.04333333
SCGB1D2,0,1.231633333
ASRGL1,2.575333333,2.924666667
LOC102723765,0.150733333,0.06213
AHNAK,174.5,225
EEF1G,1988.666667,3456.333333
MIR6747,3.81,5.333333333
TUT1,31.45,31.20333333
MTA2,97.55333333,88
EML3,24.23333333,21.33666667
ROM1,3.869333333,3.451333333
B3GAT3,44.33333333,38.57333333
GANAB,354.9333333,474.6666667
INTS5,36.92666667,42.96666667
LBHD1,47.82333333,41.47
C11orf98,81.32333333,65.63
CSKMT,5.368,5.433333333
SNORA57,10.49,10.741
UQCC3,14.50333333,11.45666667
UBXN1,102.5733333,119.2666667
LRRN4CL,0.097963333,0.327733333
HNRNPUL2-BSCL2,67.17333333,62.09333333
BSCL2,24.99333333,24.3
GNG3,2.126333333,2.898
HNRNPUL2,53.26,50.89333333
TTC9C,17.94,19.80666667
ZBTB3,3.792666667,5.454333333
POLR2G,128.3333333,107.0566667
TAF6L,22.43,21.95333333
TMEM179B,27.56333333,50.89666667
MIR6748,6.804,11.87
TMEM223,28.15333333,31.63
NXF1,36.82333333,39.83333333
MIR6514,0.781933333,1.470333333
STX5,35.21666667,49.55333333
STX5-DT,44.63333333,35.07666667
WDR74,44.56,33.81333333
SNHG1,154.5333333,156.9666667
SNORD22,69.90666667,69.11666667
SNORD31,142.2333333,165.5666667
SNORD30,61.76333333,56.99
SNORD29,114.4666667,116.9
SNORD28,80.67333333,80.7
SNORD27,59.83666667,60.24
SNORD26,60.65666667,58.41666667
SNORD25,48.10666667,57.23666667
SLC3A2,202.3666667,272.7333333
CHRM1,0.020593333,1.050833333
LOC105369333,0,0.208666667
PLAAT5,0,0.02597
LGALS12,0.088036667,1.3972
PLAAT4,14.91666667,19.81666667
PLAAT2,0.239566667,0.05321
PLAAT3,7.836666667,10.91366667
ATL3,29.42,30.73666667
RTN3,35.29666667,59.24666667
ZFTA,5.596,7.803666667
SPINDOC,23.19,14.81
MARK2,25.83333333,26.38666667
RCOR2,1.107333333,1.745333333
NAA40,19.45333333,20.66
COX8A,532.4666667,372.3333333
OTUB1,87.33666667,81.70666667
MACROD1,16.51,22.24666667
FLRT1,0.419466667,0.5078
LOC105369339,4.143333333,4.510333333
STIP1,208.6,132.3333333
FERMT3,1.539666667,1.727
TRPT1,25.5,36.94333333
NUDT22,35.43,30.65
DNAJC4,17.02,36.41
VEGFB,38.09666667,35.64
FKBP2,20.64,26.93333333
LOC114841035,15.14,19.74
PPP1R14B,421.3333333,309.3333333
PPP1R14B-AS1,17.70666667,12.22
PLCB3,30.42666667,25.01666667
BAD,31.64666667,33.90666667
GPR137,14.70666667,17.68
KCNK4,0.070566667,0.103443333
KCNK4-CATSPERZ,0.316133333,0.3299
CATSPERZ,1.0402,1.0013
ESRRA,30.94,26.11
TRMT112,176.3666667,125.2666667
PRDX5,211.7,247.4333333
LOC102723878,0.084583333,0.026963333
CCDC88B,3.804666667,6.143666667
RPS6KA4,87.07,39.53333333
MIR1237,1.5821,0.676666667
LINC02723,0.118566667,0.215016667
LINC02724,0.08377,0.492633333
NRXN2,0.027123333,0.090566667
RASGRP2,0.133733333,0.097246667
PYGM,0.315766667,0.2384
SF1,95.73333333,80.9
MAP4K2,6.36,5.203666667
MEN1,43.29666667,45.01333333
CDC42BPG,10.09733333,3.953333333
EHD1,33.41666667,29.15666667
MIR10392,28.32333333,30.48666667
MIR194-2HG,0.052326667,0.03967
ATG2A,23.3,38.25333333
MIR6750,3.394333333,6.365
MIR6749,3.883,3.219333333
PPP2R5B,9.772333333,20.11
GPHA2,0.075993333,0.291033333
MAJIN,0.754633333,1.019766667
BATF2,4.642666667,4.884666667
ARL2-SNX15,21.73,25.83333333
ARL2,80.24,89.79666667
SNX15,12.73333333,16.4
SAC3D1,30.32666667,15.16666667
NAALADL1,0.187333333,0.102363333
CDCA5,57.64666667,20.88333333
ZFPL1,34.23,44.64
TMEM262,1.2888,2.070666667
VPS51,66.25666667,101.42
TM7SF2,2.375,9.414
ZNHIT2,18.66666667,17.83666667
FAU,959.3333333,941.6333333
MRPL49,79.88333333,71.82
SYVN1,35.14,47.42333333
MIR6751,6.54,9.520333333
CAPN1-AS1,3.814333333,4.312666667
